timepoint_id	timepoint_label	timeseries
1512157140.0	2007-12-14-15:00	150712140.0
1512167140.0	2007-12-14-16:00	150712140.0
1512177140.0	2007-12-14-17:00	150712140.0
1512187140.0	2007-12-14-18:00	150712140.0
1512197140.0	2007-12-14-19:00	150712140.0
1512207140.0	2007-12-14-20:00	150712140.0
1512217140.0	2007-12-14-21:00	150712140.0
1512227140.0	2007-12-14-22:00	150712140.0
1512237140.0	2007-12-14-23:00	150712140.0
1501008220.0	2007-01-22-00:00	150801220.0
1501018220.0	2007-01-22-01:00	150801220.0
1501028220.0	2007-01-22-02:00	150801220.0
1501038220.0	2007-01-22-03:00	150801220.0
1501048220.0	2007-01-22-04:00	150801220.0
1501058220.0	2007-01-22-05:00	150801220.0
1501068220.0	2007-01-22-06:00	150801220.0
1501078220.0	2007-01-22-07:00	150801220.0
1501088220.0	2007-01-22-08:00	150801220.0
1501098220.0	2007-01-22-09:00	150801220.0
1501108220.0	2007-01-22-10:00	150801220.0
1501118220.0	2007-01-22-11:00	150801220.0
1501128220.0	2007-01-22-12:00	150801220.0
1501138220.0	2007-01-22-13:00	150801220.0
1501148220.0	2007-01-22-14:00	150801220.0
1501158220.0	2007-01-22-15:00	150801220.0
1501168220.0	2007-01-22-16:00	150801220.0
1501178220.0	2007-01-22-17:00	150801220.0
1501188220.0	2007-01-22-18:00	150801220.0
1501198220.0	2007-01-22-19:00	150801220.0
1501208220.0	2007-01-22-20:00	150801220.0
1501218220.0	2007-01-22-21:00	150801220.0
1501228220.0	2007-01-22-22:00	150801220.0
1501238220.0	2007-01-22-23:00	150801220.0
1502008061.0	2007-02-06-00:00	150802061.0
1502018061.0	2007-02-06-01:00	150802061.0
1502028061.0	2007-02-06-02:00	150802061.0
1502038061.0	2007-02-06-03:00	150802061.0
1502048061.0	2007-02-06-04:00	150802061.0
1502058061.0	2007-02-06-05:00	150802061.0
1502068061.0	2007-02-06-06:00	150802061.0
1502078061.0	2007-02-06-07:00	150802061.0
1502088061.0	2007-02-06-08:00	150802061.0
1502098061.0	2007-02-06-09:00	150802061.0
1502108061.0	2007-02-06-10:00	150802061.0
1502118061.0	2007-02-06-11:00	150802061.0
1502128061.0	2007-02-06-12:00	150802061.0
1502138061.0	2007-02-06-13:00	150802061.0
1502148061.0	2007-02-06-14:00	150802061.0
1502158061.0	2007-02-06-15:00	150802061.0
1502168061.0	2007-02-06-16:00	150802061.0
1502178061.0	2007-02-06-17:00	150802061.0
1502188061.0	2007-02-06-18:00	150802061.0
1502198061.0	2007-02-06-19:00	150802061.0
1502208061.0	2007-02-06-20:00	150802061.0
1502218061.0	2007-02-06-21:00	150802061.0
1502228061.0	2007-02-06-22:00	150802061.0
1502238061.0	2007-02-06-23:00	150802061.0
1503008300.0	2007-03-30-00:00	150803300.0
1503018300.0	2007-03-30-01:00	150803300.0
1503028300.0	2007-03-30-02:00	150803300.0
1503038300.0	2007-03-30-03:00	150803300.0
1503048300.0	2007-03-30-04:00	150803300.0
1503058300.0	2007-03-30-05:00	150803300.0
1503068300.0	2007-03-30-06:00	150803300.0
1503078300.0	2007-03-30-07:00	150803300.0
1503088300.0	2007-03-30-08:00	150803300.0
1503098300.0	2007-03-30-09:00	150803300.0
1503108300.0	2007-03-30-10:00	150803300.0
1503118300.0	2007-03-30-11:00	150803300.0
1503128300.0	2007-03-30-12:00	150803300.0
1503138300.0	2007-03-30-13:00	150803300.0
1503148300.0	2007-03-30-14:00	150803300.0
1503158300.0	2007-03-30-15:00	150803300.0
1503168300.0	2007-03-30-16:00	150803300.0
1503178300.0	2007-03-30-17:00	150803300.0
1503188300.0	2007-03-30-18:00	150803300.0
1503198300.0	2007-03-30-19:00	150803300.0
1503208300.0	2007-03-30-20:00	150803300.0
1503218300.0	2007-03-30-21:00	150803300.0
1503228300.0	2007-03-30-22:00	150803300.0
1503238300.0	2007-03-30-23:00	150803300.0
1506008150.0	2007-06-15-00:00	150806150.0
1506018150.0	2007-06-15-01:00	150806150.0
1506028150.0	2007-06-15-02:00	150806150.0
1506038150.0	2007-06-15-03:00	150806150.0
1506048150.0	2007-06-15-04:00	150806150.0
1506058150.0	2007-06-15-05:00	150806150.0
1506068150.0	2007-06-15-06:00	150806150.0
1506078150.0	2007-06-15-07:00	150806150.0
1506088150.0	2007-06-15-08:00	150806150.0
1506098150.0	2007-06-15-09:00	150806150.0
1506108150.0	2007-06-15-10:00	150806150.0
1506118150.0	2007-06-15-11:00	150806150.0
1506128150.0	2007-06-15-12:00	150806150.0
1506138150.0	2007-06-15-13:00	150806150.0
1506148150.0	2007-06-15-14:00	150806150.0
1506158150.0	2007-06-15-15:00	150806150.0
1506168150.0	2007-06-15-16:00	150806150.0
1506178150.0	2007-06-15-17:00	150806150.0
1506188150.0	2007-06-15-18:00	150806150.0
1506198150.0	2007-06-15-19:00	150806150.0
1506208150.0	2007-06-15-20:00	150806150.0
1506218150.0	2007-06-15-21:00	150806150.0
1506228150.0	2007-06-15-22:00	150806150.0
1506238150.0	2007-06-15-23:00	150806150.0
1507008020.0	2007-07-02-00:00	150807020.0
1507018020.0	2007-07-02-01:00	150807020.0
1507028020.0	2007-07-02-02:00	150807020.0
1507038020.0	2007-07-02-03:00	150807020.0
1507048020.0	2007-07-02-04:00	150807020.0
1507058020.0	2007-07-02-05:00	150807020.0
1507068020.0	2007-07-02-06:00	150807020.0
1507078020.0	2007-07-02-07:00	150807020.0
1507088020.0	2007-07-02-08:00	150807020.0
1507098020.0	2007-07-02-09:00	150807020.0
1507108020.0	2007-07-02-10:00	150807020.0
1507118020.0	2007-07-02-11:00	150807020.0
1507128020.0	2007-07-02-12:00	150807020.0
1507138020.0	2007-07-02-13:00	150807020.0
1507148020.0	2007-07-02-14:00	150807020.0
1507158020.0	2007-07-02-15:00	150807020.0
1507168020.0	2007-07-02-16:00	150807020.0
1507178020.0	2007-07-02-17:00	150807020.0
1507188020.0	2007-07-02-18:00	150807020.0
1507198020.0	2007-07-02-19:00	150807020.0
1507208020.0	2007-07-02-20:00	150807020.0
1507218020.0	2007-07-02-21:00	150807020.0
1507228020.0	2007-07-02-22:00	150807020.0
1507238020.0	2007-07-02-23:00	150807020.0
1511008290.0	2007-11-29-00:00	150811290.0
1511018290.0	2007-11-29-01:00	150811290.0
1511028290.0	2007-11-29-02:00	150811290.0
1511038290.0	2007-11-29-03:00	150811290.0
1511048290.0	2007-11-29-04:00	150811290.0
1511058290.0	2007-11-29-05:00	150811290.0
1511068290.0	2007-11-29-06:00	150811290.0
1511078290.0	2007-11-29-07:00	150811290.0
1511088290.0	2007-11-29-08:00	150811290.0
1511098290.0	2007-11-29-09:00	150811290.0
1511108290.0	2007-11-29-10:00	150811290.0
1511118290.0	2007-11-29-11:00	150811290.0
1511128290.0	2007-11-29-12:00	150811290.0
1511138290.0	2007-11-29-13:00	150811290.0
1511148290.0	2007-11-29-14:00	150811290.0
1511158290.0	2007-11-29-15:00	150811290.0
1511168290.0	2007-11-29-16:00	150811290.0
1511178290.0	2007-11-29-17:00	150811290.0
1511188290.0	2007-11-29-18:00	150811290.0
1511198290.0	2007-11-29-19:00	150811290.0
1511208290.0	2007-11-29-20:00	150811290.0
1511218290.0	2007-11-29-21:00	150811290.0
1511228290.0	2007-11-29-22:00	150811290.0
1511238290.0	2007-11-29-23:00	150811290.0
1801007280.0	2008-01-28-00:00	180701280.0
1801017280.0	2008-01-28-01:00	180701280.0
1801027280.0	2008-01-28-02:00	180701280.0
1801037280.0	2008-01-28-03:00	180701280.0
1801047280.0	2008-01-28-04:00	180701280.0
