LOAD_ZONE	TIMEPOINT	demand_mw
Oahu	1503117121.0	1143.32
Oahu	1803127121.0	1154.74
Oahu	1503127121.0	1154.74
Oahu	1803137121.0	1148.97
Oahu	1503137121.0	1148.97
Oahu	1803147121.0	1144.97
Oahu	1503147121.0	1144.97
Oahu	1803157121.0	1129.88
Oahu	1503157121.0	1129.88
Oahu	1803167121.0	1119.14
Oahu	1503167121.0	1119.14
Oahu	1803177121.0	1139.2
Oahu	1503177121.0	1139.2
Oahu	1803187121.0	1177.03
Oahu	1503187121.0	1177.03
Oahu	1803197121.0	1149.5
Oahu	1503197121.0	1149.5
Oahu	1803207121.0	1082.52
Oahu	1503207121.0	1082.52
Oahu	1803217121.0	990.45
Oahu	1503217121.0	990.45
Oahu	1803227121.0	867.08
Oahu	1503227121.0	867.08
Oahu	1803237121.0	767.44
Oahu	1503237121.0	767.44
Oahu	1804007091.0	668.6
Oahu	1504007091.0	668.6
Oahu	1804017091.0	638.85
Oahu	1504017091.0	638.85
Oahu	1804027091.0	627.67
Oahu	1504027091.0	627.67
Oahu	1804037091.0	637.85
Oahu	1504037091.0	637.85
Oahu	1804047091.0	696.78
Oahu	1504047091.0	696.78
Oahu	1804057091.0	820.31
Oahu	1504057091.0	820.31
Oahu	1804067091.0	938.29
Oahu	1504067091.0	938.29
Oahu	1804077091.0	999.88
Oahu	1504077091.0	999.88
Oahu	1804087091.0	1051.6
Oahu	1504087091.0	1051.6
Oahu	1804097091.0	1084.13
Oahu	1504097091.0	1084.13
Oahu	1804107091.0	1112.65
Oahu	1504107091.0	1112.65
Oahu	1804117091.0	1122.6
Oahu	1504117091.0	1122.6
Oahu	1804127091.0	1133.93
Oahu	1504127091.0	1133.93
Oahu	1804137091.0	1133.97
Oahu	1504137091.0	1133.97
Oahu	1804147091.0	1131.2
Oahu	1504147091.0	1131.2
Oahu	1804157091.0	1123.79
Oahu	1504157091.0	1123.79
Oahu	1804167091.0	1108.94
Oahu	1504167091.0	1108.94
Oahu	1804177091.0	1099.34
Oahu	1504177091.0	1099.34
Oahu	1804187091.0	1141.84
Oahu	1504187091.0	1141.84
Oahu	1804197091.0	1142.05
Oahu	1504197091.0	1142.05
Oahu	1804207091.0	1076.72
Oahu	1504207091.0	1076.72
Oahu	1804217091.0	973.17
Oahu	1504217091.0	973.17
Oahu	1804227091.0	845.48
Oahu	1504227091.0	845.48
Oahu	1804237091.0	748.8
Oahu	1504237091.0	748.8
Oahu	1504007100.0	695.49
Oahu	1504017100.0	662.45
Oahu	1504027100.0	648.21
Oahu	1504037100.0	655.63
Oahu	1504047100.0	713.84
Oahu	1504057100.0	845.54
Oahu	1504067100.0	956.04
Oahu	1504077100.0	997.92
Oahu	1504087100.0	1057.04
Oahu	1504097100.0	1091.46
Oahu	1504107100.0	1116.53
Oahu	1504117100.0	1121.53
Oahu	1504127100.0	1134.6
Oahu	1504137100.0	1131.82
Oahu	1504147100.0	1125.48
Oahu	1504157100.0	1110.62
Oahu	1504167100.0	1097.69
Oahu	1504177100.0	1103.31
Oahu	1504187100.0	1139.37
Oahu	1504197100.0	1114.29
Oahu	1504207100.0	1054.96
Oahu	1504217100.0	960.51
Oahu	1504227100.0	841.96
Oahu	1504237100.0	740.0
Oahu	1804007220.0	697.33
Oahu	1804017220.0	657.18
Oahu	1804027220.0	634.03
Oahu	1804037220.0	626.04
Oahu	1804047220.0	640.62
Oahu	1804057220.0	673.04
Oahu	1804067220.0	727.94
Oahu	1804077220.0	817.0
Oahu	1804087220.0	902.9
Oahu	1804097220.0	948.61
Oahu	1804107220.0	969.21
Oahu	1804117220.0	979.74
Oahu	1804127220.0	980.03
Oahu	1804137220.0	980.41
Oahu	1804147220.0	987.9
Oahu	1804157220.0	998.54
Oahu	1804167220.0	1005.92
Oahu	1804177220.0	1012.91
Oahu	1804187220.0	1050.77
Oahu	1804197220.0	1056.4
Oahu	1804207220.0	998.57
Oahu	1804217220.0	917.86
Oahu	1804227220.0	812.9
Oahu	1804237220.0	713.59
Oahu	1505007150.0	688.19
Oahu	1505017150.0	656.75
Oahu	1505027150.0	645.38
Oahu	1505037150.0	651.08
Oahu	1505047150.0	705.89
Oahu	1505057150.0	823.04
Oahu	1505067150.0	941.02
Oahu	1505077150.0	1007.32
Oahu	1505087150.0	1069.83
Oahu	1505097150.0	1103.03
Oahu	1505107150.0	1121.84
Oahu	1505117150.0	1136.23
Oahu	1505127150.0	1139.86
Oahu	1505137150.0	1135.7
Oahu	1505147150.0	1132.45
Oahu	1505157150.0	1126.47
Oahu	1505167150.0	1110.62
Oahu	1505177150.0	1094.17
Oahu	1505187150.0	1099.05
Oahu	1505197150.0	1119.14
Oahu	1505207150.0	1055.71
Oahu	1505217150.0	964.52
Oahu	1505227150.0	843.45
Oahu	1505237150.0	739.16
Oahu	1805007230.0	716.4
Oahu	1805017230.0	682.03
Oahu	1805027230.0	667.97
Oahu	1805037230.0	675.37
Oahu	1805047230.0	729.32
Oahu	1805057230.0	849.88
Oahu	1805067230.0	962.41
Oahu	1805077230.0	1016.68
Oahu	1805087230.0	1073.74
Oahu	1805097230.0	1109.65
Oahu	1805107230.0	1127.88
Oahu	1805117230.0	1133.84
Oahu	1805127230.0	1138.99
Oahu	1805137230.0	1146.68
Oahu	1805147230.0	1152.77
Oahu	1805157230.0	1153.6
Oahu	1805167230.0	1140.95
Oahu	1805177230.0	1118.61
Oahu	1805187230.0	1112.71
Oahu	1805197230.0	1135.18
Oahu	1805207230.0	1072.14
Oahu	1805217230.0	993.26
Oahu	1805227230.0	879.54
Oahu	1805237230.0	776.21
Oahu	1805007301.0	716.44
Oahu	1505007301.0	716.44
Oahu	1805017301.0	682.46
Oahu	1505017301.0	682.46
Oahu	1805027301.0	666.45
Oahu	1505027301.0	666.45
Oahu	1805037301.0	673.37
Oahu	1505037301.0	673.37
Oahu	1805047301.0	728.38
Oahu	1505047301.0	728.38
Oahu	1805057301.0	840.01
Oahu	1505057301.0	840.01
Oahu	1805067301.0	959.5
Oahu	1505067301.0	959.5
Oahu	1805077301.0	1035.95
Oahu	1505077301.0	1035.95
Oahu	1805087301.0	1097.43
Oahu	1505087301.0	1097.43
Oahu	1805097301.0	1133.5
Oahu	1505097301.0	1133.5
Oahu	1805107301.0	1159.68
Oahu	1505107301.0	1159.68
Oahu	1805117301.0	1170.71
Oahu	1505117301.0	1170.71
Oahu	1805127301.0	1168.47
Oahu	1505127301.0	1168.47
Oahu	1805137301.0	1176.74
Oahu	1505137301.0	1176.74
Oahu	1805147301.0	1187.91
Oahu	1505147301.0	1187.91
Oahu	1805157301.0	1185.83
Oahu	1505157301.0	1185.83
Oahu	1805167301.0	1169.91
Oahu	1505167301.0	1169.91
Oahu	1805177301.0	1149.43
Oahu	1505177301.0	1149.43
Oahu	1805187301.0	1131.72
Oahu	1505187301.0	1131.72
Oahu	1805197301.0	1160.38
Oahu	1505197301.0	1160.38
Oahu	1805207301.0	1108.74
Oahu	1505207301.0	1108.74
Oahu	1805217301.0	1016.33
Oahu	1505217301.0	1016.33
Oahu	1805227301.0	896.75
Oahu	1505227301.0	896.75
Oahu	1805237301.0	793.42
Oahu	1505237301.0	793.42
Oahu	1806007051.0	727.59
Oahu	1506007051.0	727.59
Oahu	1806017051.0	692.28
Oahu	1506017051.0	692.28
Oahu	1806027051.0	697.32
Oahu	1506027051.0	697.32
Oahu	1806037051.0	708.43
Oahu	1506037051.0	708.43
Oahu	1806047051.0	764.48
Oahu	1506047051.0	764.48
Oahu	1806057051.0	875.85
Oahu	1506057051.0	875.85
Oahu	1806067051.0	1000.6
Oahu	1506067051.0	1000.6
Oahu	1806077051.0	1077.32
Oahu	1506077051.0	1077.32
Oahu	1806087051.0	1143.74
Oahu	1506087051.0	1143.74
Oahu	1806097051.0	1180.19
Oahu	1506097051.0	1180.19
Oahu	1806107051.0	1200.89
Oahu	1506107051.0	1200.89
Oahu	1806117051.0	1211.12
Oahu	1506117051.0	1211.12
Oahu	1806127051.0	1222.58
Oahu	1506127051.0	1222.58
Oahu	1806137051.0	1223.79
Oahu	1506137051.0	1223.79
Oahu	1806147051.0	1230.12
Oahu	1506147051.0	1230.12
Oahu	1806157051.0	1221.4
Oahu	1506157051.0	1221.4
Oahu	1806167051.0	1205.95
Oahu	1506167051.0	1205.95
Oahu	1806177051.0	1191.81
Oahu	1506177051.0	1191.81
Oahu	1806187051.0	1160.09
Oahu	1506187051.0	1160.09
Oahu	1806197051.0	1182.05
Oahu	1506197051.0	1182.05
Oahu	1806207051.0	1128.64
Oahu	1506207051.0	1128.64
Oahu	1806217051.0	1033.74
Oahu	1506217051.0	1033.74
Oahu	1806227051.0	918.6
Oahu	1506227051.0	918.6
Oahu	1806237051.0	812.17
Oahu	1506237051.0	812.17
Oahu	1807007191.0	773.74
Oahu	1507007191.0	773.74
Oahu	1807017191.0	735.3
Oahu	1507017191.0	735.3
Oahu	1807027191.0	715.74
Oahu	1507027191.0	715.74
Oahu	1807037191.0	722.22
Oahu	1507037191.0	722.22
Oahu	1807047191.0	768.79
Oahu	1507047191.0	768.79
Oahu	1807057191.0	868.58
Oahu	1507057191.0	868.58
Oahu	1807067191.0	969.76
Oahu	1507067191.0	969.76
Oahu	1807077191.0	1050.34
Oahu	1507077191.0	1050.34
Oahu	1807087191.0	1123.84
Oahu	1507087191.0	1123.84
Oahu	1807097191.0	1175.1
Oahu	1507097191.0	1175.1
Oahu	1807107191.0	1201.0
Oahu	1507107191.0	1201.0
Oahu	1807117191.0	1208.77
Oahu	1507117191.0	1208.77
Oahu	1807127191.0	1221.81
Oahu	1507127191.0	1221.81
Oahu	1807137191.0	1222.29
Oahu	1507137191.0	1222.29
Oahu	1807147191.0	1225.72
Oahu	1507147191.0	1225.72
Oahu	1807157191.0	1224.59
Oahu	1507157191.0	1224.59
Oahu	1807167191.0	1203.47
Oahu	1507167191.0	1203.47
Oahu	1807177191.0	1182.22
Oahu	1507177191.0	1182.22
Oahu	1807187191.0	1150.44
Oahu	1507187191.0	1150.44
Oahu	1807197191.0	1174.35
Oahu	1507197191.0	1174.35
Oahu	1807207191.0	1126.74
Oahu	1507207191.0	1126.74
Oahu	1807217191.0	1041.49
Oahu	1507217191.0	1041.49
Oahu	1807227191.0	932.07
Oahu	1507227191.0	932.07
Oahu	1807237191.0	831.77
Oahu	1507237191.0	831.77
Oahu	1508007060.0	738.92
Oahu	1508017060.0	701.21
Oahu	1508027060.0	692.09
Oahu	1508037060.0	700.46
Oahu	1508047060.0	760.01
Oahu	1508057060.0	875.37
Oahu	1508067060.0	994.57
Oahu	1508077060.0	1064.7
Oahu	1508087060.0	1128.1
Oahu	1508097060.0	1173.75
Oahu	1508107060.0	1197.43
Oahu	1508117060.0	1212.07
Oahu	1508127060.0	1218.31
Oahu	1508137060.0	1219.3
Oahu	1508147060.0	1217.0
Oahu	1508157060.0	1210.06
Oahu	1508167060.0	1195.55
Oahu	1508177060.0	1179.27
Oahu	1508187060.0	1164.21
Oahu	1508197060.0	1199.35
Oahu	1508207060.0	1135.81
Oahu	1508217060.0	1037.82
Oahu	1508227060.0	912.7
Oahu	1508237060.0	811.48
Oahu	1808007301.0	775.47
Oahu	1508007301.0	775.47
Oahu	1808017301.0	737.87
Oahu	1508017301.0	737.87
Oahu	1808027301.0	721.29
Oahu	1508027301.0	721.29
Oahu	1808037301.0	725.68
Oahu	1508037301.0	725.68
Oahu	1808047301.0	779.28
Oahu	1508047301.0	779.28
Oahu	1808057301.0	907.31
Oahu	1508057301.0	907.31
Oahu	1808067301.0	1010.57
Oahu	1508067301.0	1010.57
Oahu	1808077301.0	1072.48
Oahu	1508077301.0	1072.48
Oahu	1808087301.0	1148.06
Oahu	1508087301.0	1148.06
Oahu	1808097301.0	1194.25
Oahu	1508097301.0	1194.25
Oahu	1808107301.0	1219.42
Oahu	1508107301.0	1219.42
Oahu	1808117301.0	1230.3
Oahu	1508117301.0	1230.3
Oahu	1808127301.0	1241.46
Oahu	1508127301.0	1241.46
Oahu	1808137301.0	1239.73
Oahu	1508137301.0	1239.73
Oahu	1808147301.0	1248.9
Oahu	1508147301.0	1248.9
Oahu	1808157301.0	1241.96
Oahu	1508157301.0	1241.96
Oahu	1808167301.0	1214.71
Oahu	1508167301.0	1214.71
Oahu	1808177301.0	1200.39
Oahu	1508177301.0	1200.39
Oahu	1808187301.0	1208.65
Oahu	1508187301.0	1208.65
Oahu	1808197301.0	1215.91
Oahu	1508197301.0	1215.91
Oahu	1808207301.0	1148.74
Oahu	1508207301.0	1148.74
Oahu	1808217301.0	1046.91
Oahu	1508217301.0	1046.91
Oahu	1808227301.0	927.15
Oahu	1508227301.0	927.15
Oahu	1808237301.0	828.17
Oahu	1508237301.0	828.17
Oahu	1509007030.0	747.5
Oahu	1509017030.0	709.87
Oahu	1509027030.0	690.76
Oahu	1509037030.0	687.88
Oahu	1509047030.0	706.24
Oahu	1509057030.0	747.71
Oahu	1509067030.0	797.98
Oahu	1509077030.0	890.94
Oahu	1509087030.0	984.47
Oahu	1509097030.0	1046.87
Oahu	1509107030.0	1079.29
Oahu	1509117030.0	1089.65
Oahu	1509127030.0	1086.79
Oahu	1509137030.0	1091.81
Oahu	1509147030.0	1093.49
Oahu	1509157030.0	1102.57
Oahu	1509167030.0	1112.98
Oahu	1509177030.0	1114.72
Oahu	1509187030.0	1143.86
Oahu	1509197030.0	1157.05
Oahu	1509207030.0	1100.5
Oahu	1509217030.0	1012.68
Oahu	1509227030.0	901.57
Oahu	1509237030.0	803.99
Oahu	1809007071.0	755.65
Oahu	1509007071.0	755.65
Oahu	1809017071.0	718.75
Oahu	1509017071.0	718.75
Oahu	1809027071.0	700.83
Oahu	1509027071.0	700.83
Oahu	1809037071.0	704.66
Oahu	1509037071.0	704.66
Oahu	1809047071.0	758.93
Oahu	1509047071.0	758.93
Oahu	1809057071.0	877.42
Oahu	1509057071.0	877.42
Oahu	1809067071.0	983.04
Oahu	1509067071.0	983.04
Oahu	1809077071.0	1059.7
Oahu	1509077071.0	1059.7
Oahu	1809087071.0	1130.36
Oahu	1509087071.0	1130.36
Oahu	1809097071.0	1178.3
Oahu	1509097071.0	1178.3
Oahu	1809107071.0	1207.14
Oahu	1509107071.0	1207.14
Oahu	1809117071.0	1222.83
Oahu	1509117071.0	1222.83
Oahu	1809127071.0	1233.56
Oahu	1509127071.0	1233.56
Oahu	1809137071.0	1237.76
Oahu	1509137071.0	1237.76
Oahu	1809147071.0	1246.48
Oahu	1509147071.0	1246.48
Oahu	1809157071.0	1240.94
Oahu	1509157071.0	1240.94
Oahu	1809167071.0	1214.9
Oahu	1509167071.0	1214.9
Oahu	1809177071.0	1184.19
Oahu	1509177071.0	1184.19
Oahu	1809187071.0	1201.53
Oahu	1509187071.0	1201.53
Oahu	1809197071.0	1169.76
Oahu	1509197071.0	1169.76
Oahu	1809207071.0	1115.45
Oahu	1509207071.0	1115.45
Oahu	1809217071.0	1040.62
Oahu	1509217071.0	1040.62
Oahu	1809227071.0	946.91
Oahu	1509227071.0	946.91
Oahu	1809237071.0	853.49
Oahu	1509237071.0	853.49
Oahu	1809007120.0	755.41
Oahu	1809017120.0	734.55
Oahu	1809027120.0	718.35
Oahu	1809037120.0	725.84
Oahu	1809047120.0	781.18
Oahu	1809057120.0	899.6
Oahu	1809067120.0	1002.49
Oahu	1809077120.0	1062.69
Oahu	1809087120.0	1130.41
Oahu	1809097120.0	1170.68
Oahu	1809107120.0	1191.66
Oahu	1809117120.0	1195.24
Oahu	1809127120.0	1209.55
Oahu	1809137120.0	1215.59
Oahu	1809147120.0	1219.8
Oahu	1809157120.0	1214.4
Oahu	1809167120.0	1196.53
Oahu	1809177120.0	1158.52
Oahu	1809187120.0	1200.6
Oahu	1809197120.0	1179.95
Oahu	1809207120.0	1110.72
Oahu	1809217120.0	1013.44
Oahu	1809227120.0	895.9
Oahu	1809237120.0	794.38
Oahu	1510007130.0	753.59
Oahu	1510017130.0	719.12
Oahu	1510027130.0	699.27
Oahu	1510037130.0	694.49
Oahu	1510047130.0	716.25
Oahu	1510057130.0	767.98
Oahu	1510067130.0	840.2
Oahu	1510077130.0	935.71
Oahu	1510087130.0	1019.14
Oahu	1510097130.0	1069.69
Oahu	1510107130.0	1097.08
Oahu	1510117130.0	1094.41
Oahu	1510127130.0	1090.12
Oahu	1510137130.0	1079.11
Oahu	1510147130.0	1069.58
Oahu	1510157130.0	1069.99
Oahu	1510167130.0	1067.86
Oahu	1510177130.0	1073.19
Oahu	1510187130.0	1127.94
Oahu	1510197130.0	1083.7
Oahu	1510207130.0	1038.95
Oahu	1510217130.0	976.22
Oahu	1510227130.0	898.42
Oahu	1510237130.0	809.3
Oahu	1810007180.0	737.39
Oahu	1810017180.0	706.42
Oahu	1810027180.0	689.32
Oahu	1810037180.0	693.46
Oahu	1810047180.0	752.82
Oahu	1810057180.0	879.21
Oahu	1810067180.0	987.76
Oahu	1810077180.0	1051.8
Oahu	1810087180.0	1113.85
Oahu	1810097180.0	1155.32
Oahu	1810107180.0	1176.82
Oahu	1810117180.0	1187.2
Oahu	1810127180.0	1196.61
Oahu	1810137180.0	1201.19
Oahu	1810147180.0	1205.52
Oahu	1810157180.0	1195.33
Oahu	1810167180.0	1172.53
Oahu	1810177180.0	1181.46
Oahu	1810187180.0	1224.82
Oahu	1810197180.0	1167.44
Oahu	1810207180.0	1099.52
Oahu	1810217180.0	1014.01
Oahu	1810227180.0	900.5
Oahu	1810237180.0	800.69
Oahu	1810007221.0	719.99
Oahu	1510007221.0	719.99
Oahu	1810017221.0	691.05
Oahu	1510017221.0	691.05
Oahu	1810027221.0	673.17
Oahu	1510027221.0	673.17
Oahu	1810037221.0	680.55
Oahu	1510037221.0	680.55
Oahu	1810047221.0	739.78
Oahu	1510047221.0	739.78
Oahu	1810057221.0	857.25
Oahu	1510057221.0	857.25
Oahu	1810067221.0	959.33
Oahu	1510067221.0	959.33
Oahu	1810077221.0	1029.78
Oahu	1510077221.0	1029.78
Oahu	1810087221.0	1109.24
Oahu	1510087221.0	1109.24
Oahu	1810097221.0	1152.83
Oahu	1510097221.0	1152.83
Oahu	1810107221.0	1180.47
Oahu	1510107221.0	1180.47
Oahu	1810117221.0	1204.48
Oahu	1510117221.0	1204.48
Oahu	1810127221.0	1210.79
Oahu	1510127221.0	1210.79
Oahu	1810137221.0	1209.62
Oahu	1510137221.0	1209.62
Oahu	1810147221.0	1212.78
Oahu	1510147221.0	1212.78
Oahu	1810157221.0	1202.15
Oahu	1510157221.0	1202.15
Oahu	1810167221.0	1185.3
Oahu	1510167221.0	1185.3
Oahu	1810177221.0	1192.23
Oahu	1510177221.0	1192.23
Oahu	1810187221.0	1234.22
Oahu	1510187221.0	1234.22
Oahu	1810197221.0	1174.19
Oahu	1510197221.0	1174.19
Oahu	1810207221.0	1102.22
Oahu	1510207221.0	1102.22
Oahu	1810217221.0	1001.55
Oahu	1510217221.0	1001.55
Oahu	1810227221.0	886.83
Oahu	1510227221.0	886.83
Oahu	1810237221.0	789.13
Oahu	1510237221.0	789.13
Oahu	1811007071.0	711.74
Oahu	1511007071.0	711.74
Oahu	1811017071.0	685.62
Oahu	1511017071.0	685.62
Oahu	1811027071.0	670.37
Oahu	1511027071.0	670.37
Oahu	1811037071.0	679.28
Oahu	1511037071.0	679.28
Oahu	1811047071.0	737.68
Oahu	1511047071.0	737.68
Oahu	1811057071.0	865.94
Oahu	1511057071.0	865.94
Oahu	1811067071.0	977.69
Oahu	1511067071.0	977.69
Oahu	1811077071.0	1023.17
Oahu	1511077071.0	1023.17
Oahu	1811087071.0	1089.93
Oahu	1511087071.0	1089.93
Oahu	1811097071.0	1137.73
Oahu	1511097071.0	1137.73
Oahu	1811107071.0	1172.58
Oahu	1511107071.0	1172.58
Oahu	1811117071.0	1187.16
Oahu	1511117071.0	1187.16
Oahu	1811127071.0	1196.02
Oahu	1511127071.0	1196.02
Oahu	1811137071.0	1206.93
Oahu	1511137071.0	1206.93
Oahu	1811147071.0	1208.87
Oahu	1511147071.0	1208.87
Oahu	1811157071.0	1198.99
Oahu	1511157071.0	1198.99
Oahu	1811167071.0	1182.58
Oahu	1511167071.0	1182.58
Oahu	1811177071.0	1231.1
Oahu	1511177071.0	1231.1
Oahu	1811187071.0	1241.05
Oahu	1511187071.0	1241.05
Oahu	1811197071.0	1187.55
Oahu	1511197071.0	1187.55
Oahu	1811207071.0	1122.4
Oahu	1511207071.0	1122.4
Oahu	1811217071.0	1032.99
Oahu	1511217071.0	1032.99
Oahu	1811227071.0	909.97
Oahu	1511227071.0	909.97
Oahu	1811237071.0	808.36
Oahu	1511237071.0	808.36
Oahu	1812007041.0	722.92
Oahu	1512007041.0	722.92
Oahu	1812017041.0	687.31
Oahu	1512017041.0	687.31
Oahu	1812027041.0	676.51
Oahu	1512027041.0	676.51
Oahu	1812037041.0	693.62
Oahu	1512037041.0	693.62
Oahu	1812047041.0	760.9
Oahu	1512047041.0	760.9
Oahu	1812057041.0	895.67
Oahu	1512057041.0	895.67
Oahu	1812067041.0	1022.02
Oahu	1512067041.0	1022.02
Oahu	1812077041.0	1059.97
Oahu	1512077041.0	1059.97
Oahu	1812087041.0	1106.41
Oahu	1512087041.0	1106.41
Oahu	1812097041.0	1149.0
Oahu	1512097041.0	1149.0
Oahu	1812107041.0	1159.88
Oahu	1512107041.0	1159.88
Oahu	1812117041.0	1168.29
Oahu	1512117041.0	1168.29
Oahu	1812127041.0	1166.63
Oahu	1512127041.0	1166.63
Oahu	1812137041.0	1154.96
Oahu	1512137041.0	1154.96
Oahu	1812147041.0	1154.29
Oahu	1512147041.0	1154.29
Oahu	1812157041.0	1153.75
Oahu	1512157041.0	1153.75
Oahu	1812167041.0	1160.06
Oahu	1512167041.0	1160.06
Oahu	1812177041.0	1229.74
Oahu	1512177041.0	1229.74
Oahu	1812187041.0	1241.29
Oahu	1512187041.0	1241.29
Oahu	1812197041.0	1188.7
Oahu	1512197041.0	1188.7
Oahu	1812207041.0	1118.59
Oahu	1512207041.0	1118.59
Oahu	1812217041.0	1032.7
Oahu	1512217041.0	1032.7
Oahu	1812227041.0	912.54
Oahu	1512227041.0	912.54
Oahu	1812237041.0	793.39
Oahu	1512237041.0	793.39
Oahu	1512007140.0	1095.65
Oahu	1512017140.0	666.81
Oahu	1512027140.0	665.76
Oahu	1512037140.0	665.76
Oahu	1512047140.0	665.76
Oahu	1512057140.0	665.76
Oahu	1512067140.0	665.76
Oahu	1512077140.0	998.5
Oahu	1512087140.0	1047.2
Oahu	1512097140.0	1071.22
Oahu	1512107140.0	1083.57
Oahu	1512117140.0	1087.64
Oahu	1512127140.0	1088.99
Oahu	1512137140.0	1080.73
Oahu	1512147140.0	1078.21
Oahu	1512157140.0	1063.3
Oahu	1512167140.0	1062.19
Oahu	1512177140.0	1093.79
Oahu	1512187140.0	1112.97
Oahu	1512197140.0	1060.78
Oahu	1512207140.0	1026.85
Oahu	1512217140.0	967.66
Oahu	1512227140.0	877.75
Oahu	1512237140.0	785.64
Oahu	1812007310.0	695.77
