PROJECT	timepoint	proj_max_capacity_factor
Oahu_CentralTrackingPV_102_na	300708	0.580010056496
Oahu_CentralTrackingPV_102_na	300709	0.802818000317
Oahu_CentralTrackingPV_102_na	300710	0.894751310349
Oahu_CentralTrackingPV_102_na	300711	0.787455320358
Oahu_CentralTrackingPV_102_na	300712	0.75202870369
Oahu_CentralTrackingPV_102_na	300713	0.862937450409
Oahu_CentralTrackingPV_102_na	300714	0.896000027657
Oahu_CentralTrackingPV_102_na	300715	0.896000027657
Oahu_CentralTrackingPV_102_na	300716	0.853589355946
Oahu_CentralTrackingPV_102_na	300717	0.769710421562
Oahu_CentralTrackingPV_102_na	300718	0.730889797211
Oahu_CentralTrackingPV_102_na	300719	0.00133896584157
Oahu_CentralTrackingPV_102_na	300720	0.0
Oahu_CentralTrackingPV_102_na	300721	0.0
Oahu_CentralTrackingPV_102_na	300722	0.0
Oahu_CentralTrackingPV_102_na	300723	0.0
Oahu_CentralTrackingPV_103_na	200700	0.0
Oahu_CentralTrackingPV_103_na	200701	0.0
Oahu_CentralTrackingPV_103_na	200702	0.0
Oahu_CentralTrackingPV_103_na	200703	0.0
Oahu_CentralTrackingPV_103_na	200704	0.0
Oahu_CentralTrackingPV_103_na	200705	0.0
Oahu_CentralTrackingPV_103_na	200706	0.209868893027
Oahu_CentralTrackingPV_103_na	200707	0.620782315731
Oahu_CentralTrackingPV_103_na	200708	0.525435507298
Oahu_CentralTrackingPV_103_na	200709	0.809584498405
Oahu_CentralTrackingPV_103_na	200710	0.896000027657
Oahu_CentralTrackingPV_103_na	200711	0.73886436224
Oahu_CentralTrackingPV_103_na	200712	0.749538064003
Oahu_CentralTrackingPV_103_na	200713	0.771491527557
Oahu_CentralTrackingPV_103_na	200714	0.896000027657
Oahu_CentralTrackingPV_103_na	200715	0.887141048908
Oahu_CentralTrackingPV_103_na	200716	0.833023607731
Oahu_CentralTrackingPV_103_na	200717	0.6725897789
Oahu_CentralTrackingPV_103_na	200718	0.598814308643
Oahu_CentralTrackingPV_103_na	200719	0.00137515331153
Oahu_CentralTrackingPV_103_na	200720	0.0
Oahu_CentralTrackingPV_103_na	200721	0.0
Oahu_CentralTrackingPV_103_na	200722	0.0
Oahu_CentralTrackingPV_103_na	200723	0.0
Oahu_CentralTrackingPV_103_na	300700	0.0
Oahu_CentralTrackingPV_103_na	300701	0.0
Oahu_CentralTrackingPV_103_na	300702	0.0
Oahu_CentralTrackingPV_103_na	300703	0.0
Oahu_CentralTrackingPV_103_na	300704	0.0
Oahu_CentralTrackingPV_103_na	300705	0.0
Oahu_CentralTrackingPV_103_na	300706	0.209868893027
Oahu_CentralTrackingPV_103_na	300707	0.620782315731
Oahu_CentralTrackingPV_103_na	300708	0.525435507298
Oahu_CentralTrackingPV_103_na	300709	0.809584498405
Oahu_CentralTrackingPV_103_na	300710	0.896000027657
Oahu_CentralTrackingPV_103_na	300711	0.73886436224
Oahu_CentralTrackingPV_103_na	300712	0.749538064003
Oahu_CentralTrackingPV_103_na	300713	0.771491527557
Oahu_CentralTrackingPV_103_na	300714	0.896000027657
Oahu_CentralTrackingPV_103_na	300715	0.887141048908
Oahu_CentralTrackingPV_103_na	300716	0.833023607731
Oahu_CentralTrackingPV_103_na	300717	0.6725897789
Oahu_CentralTrackingPV_103_na	300718	0.598814308643
Oahu_CentralTrackingPV_103_na	300719	0.00137515331153
Oahu_CentralTrackingPV_103_na	300720	0.0
Oahu_CentralTrackingPV_103_na	300721	0.0
Oahu_CentralTrackingPV_103_na	300722	0.0
Oahu_CentralTrackingPV_103_na	300723	0.0
Oahu_CentralTrackingPV_104_na	200700	0.0
Oahu_CentralTrackingPV_104_na	200701	0.0
Oahu_CentralTrackingPV_104_na	200702	0.0
Oahu_CentralTrackingPV_104_na	200703	0.0
Oahu_CentralTrackingPV_104_na	200704	0.0
Oahu_CentralTrackingPV_104_na	200705	0.0
Oahu_CentralTrackingPV_104_na	200706	0.210135698318
Oahu_CentralTrackingPV_104_na	200707	0.620546758175
Oahu_CentralTrackingPV_104_na	200708	0.433384656906
Oahu_CentralTrackingPV_104_na	200709	0.781401515007
Oahu_CentralTrackingPV_104_na	200710	0.894859611988
Oahu_CentralTrackingPV_104_na	200711	0.601537644863
Oahu_CentralTrackingPV_104_na	200712	0.736093759537
Oahu_CentralTrackingPV_104_na	200713	0.618232011795
Oahu_CentralTrackingPV_104_na	200714	0.896000027657
Oahu_CentralTrackingPV_104_na	200715	0.887657344341
Oahu_CentralTrackingPV_104_na	200716	0.833782315254
Oahu_CentralTrackingPV_104_na	200717	0.686938583851
Oahu_CentralTrackingPV_104_na	200718	0.369588971138
Oahu_CentralTrackingPV_104_na	200719	0.0013599175727
Oahu_CentralTrackingPV_104_na	200720	0.0
Oahu_CentralTrackingPV_104_na	200721	0.0
Oahu_CentralTrackingPV_104_na	200722	0.0
Oahu_CentralTrackingPV_104_na	200723	0.0
Oahu_CentralTrackingPV_104_na	300700	0.0
Oahu_CentralTrackingPV_104_na	300701	0.0
Oahu_CentralTrackingPV_104_na	300702	0.0
Oahu_CentralTrackingPV_104_na	300703	0.0
Oahu_CentralTrackingPV_104_na	300704	0.0
Oahu_CentralTrackingPV_104_na	300705	0.0
Oahu_CentralTrackingPV_104_na	300706	0.210135698318
Oahu_CentralTrackingPV_104_na	300707	0.620546758175
Oahu_CentralTrackingPV_104_na	300708	0.433384656906
Oahu_CentralTrackingPV_104_na	300709	0.781401515007
Oahu_CentralTrackingPV_104_na	300710	0.894859611988
Oahu_CentralTrackingPV_104_na	300711	0.601537644863
Oahu_CentralTrackingPV_104_na	300712	0.736093759537
Oahu_CentralTrackingPV_104_na	300713	0.618232011795
Oahu_CentralTrackingPV_104_na	300714	0.896000027657
Oahu_CentralTrackingPV_104_na	300715	0.887657344341
Oahu_CentralTrackingPV_104_na	300716	0.833782315254
Oahu_CentralTrackingPV_104_na	300717	0.686938583851
Oahu_CentralTrackingPV_104_na	300718	0.369588971138
Oahu_CentralTrackingPV_104_na	300719	0.0013599175727
Oahu_CentralTrackingPV_104_na	300720	0.0
Oahu_CentralTrackingPV_104_na	300721	0.0
Oahu_CentralTrackingPV_104_na	300722	0.0
Oahu_CentralTrackingPV_104_na	300723	0.0
Oahu_CentralTrackingPV_105_na	200700	0.0
Oahu_CentralTrackingPV_105_na	200701	0.0
Oahu_CentralTrackingPV_105_na	200702	0.0
Oahu_CentralTrackingPV_105_na	200703	0.0
Oahu_CentralTrackingPV_105_na	200704	0.0
Oahu_CentralTrackingPV_105_na	200705	0.0
Oahu_CentralTrackingPV_105_na	200706	0.166944339871
Oahu_CentralTrackingPV_105_na	200707	0.587674677372
Oahu_CentralTrackingPV_105_na	200708	0.478948861361
Oahu_CentralTrackingPV_105_na	200709	0.767142474651
Oahu_CentralTrackingPV_105_na	200710	0.89294308424
Oahu_CentralTrackingPV_105_na	200711	0.624216854572
Oahu_CentralTrackingPV_105_na	200712	0.737252414227
Oahu_CentralTrackingPV_105_na	200713	0.578031599522
Oahu_CentralTrackingPV_105_na	200714	0.896000027657
Oahu_CentralTrackingPV_105_na	200715	0.896000027657
Oahu_CentralTrackingPV_105_na	200716	0.85009521246
Oahu_CentralTrackingPV_105_na	200717	0.768818557262
Oahu_CentralTrackingPV_105_na	200718	0.4418836236
Oahu_CentralTrackingPV_105_na	200719	0.00132386444602
Oahu_CentralTrackingPV_105_na	200720	0.0
Oahu_CentralTrackingPV_105_na	200721	0.0
Oahu_CentralTrackingPV_105_na	200722	0.0
Oahu_CentralTrackingPV_105_na	200723	0.0
Oahu_CentralTrackingPV_105_na	300700	0.0
Oahu_CentralTrackingPV_105_na	300701	0.0
Oahu_CentralTrackingPV_105_na	300702	0.0
Oahu_CentralTrackingPV_105_na	300703	0.0
Oahu_CentralTrackingPV_105_na	300704	0.0
Oahu_CentralTrackingPV_105_na	300705	0.0
Oahu_CentralTrackingPV_105_na	300706	0.166944339871
Oahu_CentralTrackingPV_105_na	300707	0.587674677372
Oahu_CentralTrackingPV_105_na	300708	0.478948861361
Oahu_CentralTrackingPV_105_na	300709	0.767142474651
Oahu_CentralTrackingPV_105_na	300710	0.89294308424
Oahu_CentralTrackingPV_105_na	300711	0.624216854572
Oahu_CentralTrackingPV_105_na	300712	0.737252414227
Oahu_CentralTrackingPV_105_na	300713	0.578031599522
Oahu_CentralTrackingPV_105_na	300714	0.896000027657
Oahu_CentralTrackingPV_105_na	300715	0.896000027657
Oahu_CentralTrackingPV_105_na	300716	0.85009521246
Oahu_CentralTrackingPV_105_na	300717	0.768818557262
Oahu_CentralTrackingPV_105_na	300718	0.4418836236
Oahu_CentralTrackingPV_105_na	300719	0.00132386444602
Oahu_CentralTrackingPV_105_na	300720	0.0
Oahu_CentralTrackingPV_105_na	300721	0.0
Oahu_CentralTrackingPV_105_na	300722	0.0
Oahu_CentralTrackingPV_105_na	300723	0.0
Oahu_CentralTrackingPV_106_na	200700	0.0
Oahu_CentralTrackingPV_106_na	200701	0.0
Oahu_CentralTrackingPV_106_na	200702	0.0
Oahu_CentralTrackingPV_106_na	200703	0.0
Oahu_CentralTrackingPV_106_na	200704	0.0
Oahu_CentralTrackingPV_106_na	200705	0.0
Oahu_CentralTrackingPV_106_na	200706	0.0682011172175
Oahu_CentralTrackingPV_106_na	200707	0.228807002306
Oahu_CentralTrackingPV_106_na	200708	0.442766070366
Oahu_CentralTrackingPV_106_na	200709	0.727315604687
Oahu_CentralTrackingPV_106_na	200710	0.519977807999
Oahu_CentralTrackingPV_106_na	200711	0.451044231653
Oahu_CentralTrackingPV_106_na	200712	0.69743937254
Oahu_CentralTrackingPV_106_na	200713	0.424152493477
Oahu_CentralTrackingPV_106_na	200714	0.482395559549
Oahu_CentralTrackingPV_106_na	200715	0.484787970781
Oahu_CentralTrackingPV_106_na	200716	0.384198725224
Oahu_CentralTrackingPV_106_na	200717	0.388683199883
Oahu_CentralTrackingPV_106_na	200718	0.606562852859
Oahu_CentralTrackingPV_106_na	200719	0.00149811385199
Oahu_CentralTrackingPV_106_na	200720	0.0
Oahu_CentralTrackingPV_106_na	200721	0.0
Oahu_CentralTrackingPV_106_na	200722	0.0
Oahu_CentralTrackingPV_106_na	200723	0.0
Oahu_CentralTrackingPV_106_na	300700	0.0
Oahu_CentralTrackingPV_106_na	300701	0.0
Oahu_CentralTrackingPV_106_na	300702	0.0
Oahu_CentralTrackingPV_106_na	300703	0.0
Oahu_CentralTrackingPV_106_na	300704	0.0
Oahu_CentralTrackingPV_106_na	300705	0.0
Oahu_CentralTrackingPV_106_na	300706	0.0682011172175
Oahu_CentralTrackingPV_106_na	300707	0.228807002306
Oahu_CentralTrackingPV_106_na	300708	0.442766070366
Oahu_CentralTrackingPV_106_na	300709	0.727315604687
Oahu_CentralTrackingPV_106_na	300710	0.519977807999
Oahu_CentralTrackingPV_106_na	300711	0.451044231653
Oahu_CentralTrackingPV_106_na	300712	0.69743937254
Oahu_CentralTrackingPV_106_na	300713	0.424152493477
Oahu_CentralTrackingPV_106_na	300714	0.482395559549
Oahu_CentralTrackingPV_106_na	300715	0.484787970781
Oahu_CentralTrackingPV_106_na	300716	0.384198725224
Oahu_CentralTrackingPV_106_na	300717	0.388683199883
Oahu_CentralTrackingPV_106_na	300718	0.606562852859
Oahu_CentralTrackingPV_106_na	300719	0.00149811385199
Oahu_CentralTrackingPV_106_na	300720	0.0
Oahu_CentralTrackingPV_106_na	300721	0.0
Oahu_CentralTrackingPV_106_na	300722	0.0
Oahu_CentralTrackingPV_106_na	300723	0.0
Oahu_CentralTrackingPV_107_na	200700	0.0
Oahu_CentralTrackingPV_107_na	200701	0.0
Oahu_CentralTrackingPV_107_na	200702	0.0
Oahu_CentralTrackingPV_107_na	200703	0.0
Oahu_CentralTrackingPV_107_na	200704	0.0
Oahu_CentralTrackingPV_107_na	200705	0.0
Oahu_CentralTrackingPV_107_na	200706	0.0864178612828
Oahu_CentralTrackingPV_107_na	200707	0.277790218592
Oahu_CentralTrackingPV_107_na	200708	0.462331056595
Oahu_CentralTrackingPV_107_na	200709	0.688768565655
Oahu_CentralTrackingPV_107_na	200710	0.496614664793
Oahu_CentralTrackingPV_107_na	200711	0.466043621302
Oahu_CentralTrackingPV_107_na	200712	0.723840892315
Oahu_CentralTrackingPV_107_na	200713	0.553188025951
Oahu_CentralTrackingPV_107_na	200714	0.416167259216
Oahu_CentralTrackingPV_107_na	200715	0.455613464117
Oahu_CentralTrackingPV_107_na	200716	0.462507516146
Oahu_CentralTrackingPV_107_na	200717	0.298957884312
Oahu_CentralTrackingPV_107_na	200718	0.720785558224
Oahu_CentralTrackingPV_107_na	200719	0.00146058481187
Oahu_CentralTrackingPV_107_na	200720	0.0
Oahu_CentralTrackingPV_107_na	200721	0.0
Oahu_CentralTrackingPV_107_na	200722	0.0
Oahu_CentralTrackingPV_107_na	200723	0.0
Oahu_CentralTrackingPV_107_na	300700	0.0
Oahu_CentralTrackingPV_107_na	300701	0.0
Oahu_CentralTrackingPV_107_na	300702	0.0
Oahu_CentralTrackingPV_107_na	300703	0.0
Oahu_CentralTrackingPV_107_na	300704	0.0
Oahu_CentralTrackingPV_107_na	300705	0.0
Oahu_CentralTrackingPV_107_na	300706	0.0864178612828
Oahu_CentralTrackingPV_107_na	300707	0.277790218592
Oahu_CentralTrackingPV_107_na	300708	0.462331056595
Oahu_CentralTrackingPV_107_na	300709	0.688768565655
Oahu_CentralTrackingPV_107_na	300710	0.496614664793
Oahu_CentralTrackingPV_107_na	300711	0.466043621302
Oahu_CentralTrackingPV_107_na	300712	0.723840892315
Oahu_CentralTrackingPV_107_na	300713	0.553188025951
Oahu_CentralTrackingPV_107_na	300714	0.416167259216
Oahu_CentralTrackingPV_107_na	300715	0.455613464117
Oahu_CentralTrackingPV_107_na	300716	0.462507516146
Oahu_CentralTrackingPV_107_na	300717	0.298957884312
Oahu_CentralTrackingPV_107_na	300718	0.720785558224
Oahu_CentralTrackingPV_107_na	300719	0.00146058481187
Oahu_CentralTrackingPV_107_na	300720	0.0
Oahu_CentralTrackingPV_107_na	300721	0.0
Oahu_CentralTrackingPV_107_na	300722	0.0
Oahu_CentralTrackingPV_107_na	300723	0.0
Oahu_CentralTrackingPV_108_na	200700	0.0
Oahu_CentralTrackingPV_108_na	200701	0.0
Oahu_CentralTrackingPV_108_na	200702	0.0
Oahu_CentralTrackingPV_108_na	200703	0.0
Oahu_CentralTrackingPV_108_na	200704	0.0
Oahu_CentralTrackingPV_108_na	200705	0.0
Oahu_CentralTrackingPV_108_na	200706	0.107088461518
Oahu_CentralTrackingPV_108_na	200707	0.328178405762
Oahu_CentralTrackingPV_108_na	200708	0.44715783
Oahu_CentralTrackingPV_108_na	200709	0.600101351738
Oahu_CentralTrackingPV_108_na	200710	0.502189397812
Oahu_CentralTrackingPV_108_na	200711	0.487754762173
Oahu_CentralTrackingPV_108_na	200712	0.716470897198
Oahu_CentralTrackingPV_108_na	200713	0.67079615593
Oahu_CentralTrackingPV_108_na	200714	0.428478479385
Oahu_CentralTrackingPV_108_na	200715	0.44701102376
Oahu_CentralTrackingPV_108_na	200716	0.599661648273
Oahu_CentralTrackingPV_108_na	200717	0.389655172825
Oahu_CentralTrackingPV_108_na	200718	0.428751796484
Oahu_CentralTrackingPV_108_na	200719	0.00142156507354
Oahu_CentralTrackingPV_108_na	200720	0.0
Oahu_CentralTrackingPV_108_na	200721	0.0
Oahu_CentralTrackingPV_108_na	200722	0.0
Oahu_CentralTrackingPV_108_na	200723	0.0
Oahu_CentralTrackingPV_108_na	300700	0.0
Oahu_CentralTrackingPV_108_na	300701	0.0
Oahu_CentralTrackingPV_108_na	300702	0.0
Oahu_CentralTrackingPV_108_na	300703	0.0
Oahu_CentralTrackingPV_108_na	300704	0.0
Oahu_CentralTrackingPV_108_na	300705	0.0
Oahu_CentralTrackingPV_108_na	300706	0.107088461518
Oahu_CentralTrackingPV_108_na	300707	0.328178405762
Oahu_CentralTrackingPV_108_na	300708	0.44715783
Oahu_CentralTrackingPV_108_na	300709	0.600101351738
Oahu_CentralTrackingPV_108_na	300710	0.502189397812
Oahu_CentralTrackingPV_108_na	300711	0.487754762173
Oahu_CentralTrackingPV_108_na	300712	0.716470897198
Oahu_CentralTrackingPV_108_na	300713	0.67079615593
Oahu_CentralTrackingPV_108_na	300714	0.428478479385
Oahu_CentralTrackingPV_108_na	300715	0.44701102376
Oahu_CentralTrackingPV_108_na	300716	0.599661648273
Oahu_CentralTrackingPV_108_na	300717	0.389655172825
Oahu_CentralTrackingPV_108_na	300718	0.428751796484
Oahu_CentralTrackingPV_108_na	300719	0.00142156507354
Oahu_CentralTrackingPV_108_na	300720	0.0
Oahu_CentralTrackingPV_108_na	300721	0.0
Oahu_CentralTrackingPV_108_na	300722	0.0
Oahu_CentralTrackingPV_108_na	300723	0.0
Oahu_CentralTrackingPV_109_na	200700	0.0
Oahu_CentralTrackingPV_109_na	200701	0.0
Oahu_CentralTrackingPV_109_na	200702	0.0
Oahu_CentralTrackingPV_109_na	200703	0.0
Oahu_CentralTrackingPV_109_na	200704	0.0
Oahu_CentralTrackingPV_109_na	200705	0.0
Oahu_CentralTrackingPV_109_na	200706	0.0868914201856
Oahu_CentralTrackingPV_109_na	200707	0.254159271717
Oahu_CentralTrackingPV_109_na	200708	0.423655718565
Oahu_CentralTrackingPV_109_na	200709	0.502470195293
Oahu_CentralTrackingPV_109_na	200710	0.497120171785
Oahu_CentralTrackingPV_109_na	200711	0.527644753456
Oahu_CentralTrackingPV_109_na	200712	0.667716801167
Oahu_CentralTrackingPV_109_na	200713	0.774918496609
Oahu_CentralTrackingPV_109_na	200714	0.440314948559
Oahu_CentralTrackingPV_109_na	200715	0.472989737988
Oahu_CentralTrackingPV_109_na	200716	0.718256831169
Oahu_CentralTrackingPV_109_na	200717	0.695829033852
Oahu_CentralTrackingPV_109_na	200718	0.384300410748
Oahu_CentralTrackingPV_109_na	200719	0.00139990821481
Oahu_CentralTrackingPV_109_na	200720	0.0
Oahu_CentralTrackingPV_109_na	200721	0.0
Oahu_CentralTrackingPV_109_na	200722	0.0
Oahu_CentralTrackingPV_109_na	200723	0.0
Oahu_CentralTrackingPV_109_na	300700	0.0
Oahu_CentralTrackingPV_109_na	300701	0.0
Oahu_CentralTrackingPV_109_na	300702	0.0
Oahu_CentralTrackingPV_109_na	300703	0.0
Oahu_CentralTrackingPV_109_na	300704	0.0
Oahu_CentralTrackingPV_109_na	300705	0.0
Oahu_CentralTrackingPV_109_na	300706	0.0868914201856
Oahu_CentralTrackingPV_109_na	300707	0.254159271717
Oahu_CentralTrackingPV_109_na	300708	0.423655718565
Oahu_CentralTrackingPV_109_na	300709	0.502470195293
Oahu_CentralTrackingPV_109_na	300710	0.497120171785
Oahu_CentralTrackingPV_109_na	300711	0.527644753456
Oahu_CentralTrackingPV_109_na	300712	0.667716801167
Oahu_CentralTrackingPV_109_na	300713	0.774918496609
Oahu_CentralTrackingPV_109_na	300714	0.440314948559
Oahu_CentralTrackingPV_109_na	300715	0.472989737988
Oahu_CentralTrackingPV_109_na	300716	0.718256831169
Oahu_CentralTrackingPV_109_na	300717	0.695829033852
Oahu_CentralTrackingPV_109_na	300718	0.384300410748
Oahu_CentralTrackingPV_109_na	300719	0.00139990821481
Oahu_CentralTrackingPV_109_na	300720	0.0
Oahu_CentralTrackingPV_109_na	300721	0.0
Oahu_CentralTrackingPV_109_na	300722	0.0
Oahu_CentralTrackingPV_109_na	300723	0.0
Oahu_CentralTrackingPV_10_na	200700	0.0
Oahu_CentralTrackingPV_10_na	200701	0.0
Oahu_CentralTrackingPV_10_na	200702	0.0
Oahu_CentralTrackingPV_10_na	200703	0.0
Oahu_CentralTrackingPV_10_na	200704	0.0
Oahu_CentralTrackingPV_10_na	200705	0.0
Oahu_CentralTrackingPV_10_na	200706	0.145907685161
Oahu_CentralTrackingPV_10_na	200707	0.575429558754
Oahu_CentralTrackingPV_10_na	200708	0.73200404644
Oahu_CentralTrackingPV_10_na	200709	0.587068617344
Oahu_CentralTrackingPV_10_na	200710	0.821944594383
Oahu_CentralTrackingPV_10_na	200711	0.552796781063
Oahu_CentralTrackingPV_10_na	200712	0.855854511261
Oahu_CentralTrackingPV_10_na	200713	0.402544081211
Oahu_CentralTrackingPV_10_na	200714	0.86883854866
Oahu_CentralTrackingPV_10_na	200715	0.855832397938
Oahu_CentralTrackingPV_10_na	200716	0.790870189667
Oahu_CentralTrackingPV_10_na	200717	0.605561435223
Oahu_CentralTrackingPV_10_na	200718	0.284154564142
Oahu_CentralTrackingPV_10_na	200719	0.0014151732903
Oahu_CentralTrackingPV_10_na	200720	0.0
