"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006","Canada","2016A000011124","Electricity producer, industries","Combustion turbine","Kilowatts","200","units ","0","v53517904","1.4.9","1353500","","","","0"
"2006","Canada","2016A000011124","Electricity producer, industries","Internal combustion turbine","Kilowatts","200","units ","0","v53517899","1.4.10","86620","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total installed capacity","Kilowatts","200","units ","0","v53517995","2.1.1","7492383","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Kilowatts","200","units ","0","v53517997","2.1.2","6775450","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total thermal","Kilowatts","200","units ","0","v53517999","2.1.6","716933","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Conventional steam turbine","Kilowatts","200","units ","0","v53518000","2.1.7","490000","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Combustion turbine","Kilowatts","200","units ","0","v53518001","2.1.9","193000","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Internal combustion turbine","Kilowatts","200","units ","0","v53517996","2.1.10","33933","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Electricity producer, public electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518002","2.2.1","7081453","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Electricity producer, public electric utilities","Hydraulic turbine","Kilowatts","200","units ","0","v53518004","2.2.2","6407520","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Electricity producer, public electric utilities","Total thermal","Kilowatts","200","units ","0","v53518005","2.2.6","673933","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Electricity producer, public electric utilities","Conventional steam turbine","Kilowatts","200","units ","0","v53518006","2.2.7","490000","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Electricity producer, public electric utilities","Combustion turbine","Kilowatts","200","units ","0","v53518007","2.2.9","150000","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Electricity producer, public electric utilities","Internal combustion turbine","Kilowatts","200","units ","0","v53518003","2.2.10","33933","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Electricity producer, private electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518008","2.3.1","250880","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Electricity producer, private electric utilities","Hydraulic turbine","Kilowatts","200","units ","0","v53518009","2.3.2","250880","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total installed capacity","Kilowatts","200","units ","0","v53518011","2.4.1","160050","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Hydraulic turbine","Kilowatts","200","units ","0","v53518013","2.4.2","117050","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total thermal","Kilowatts","200","units ","0","v53518014","2.4.6","43000","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Combustion turbine","Kilowatts","200","units ","0","v53518015","2.4.9","43000","","","","0"
"2006","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total installed capacity","Kilowatts","200","units ","0","v53518016","3.1.1","130660","","","","0"
"2006","Prince Edward Island","2016A000211","Total all classes of electricity producer","Wind power turbine","Kilowatts","200","units ","0","v53518017","3.1.3","13560","","","","0"
"2006","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total thermal","Kilowatts","200","units ","0","v53518018","3.1.6","117100","","","","0"
"2006","Prince Edward Island","2016A000211","Total all classes of electricity producer","Conventional steam turbine","Kilowatts","200","units ","0","v53518019","3.1.7","67100","","","","0"
"2006","Prince Edward Island","2016A000211","Total all classes of electricity producer","Combustion turbine","Kilowatts","200","units ","0","v53518020","3.1.9","50000","","","","0"
"2006","Prince Edward Island","2016A000211","Electricity producer, public electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518021","3.2.1","10560","","","","0"
"2006","Prince Edward Island","2016A000211","Electricity producer, public electric utilities","Wind power turbine","Kilowatts","200","units ","0","v53518022","3.2.3","10560","","","","0"
"2006","Prince Edward Island","2016A000211","Electricity producer, private electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518023","3.3.1","120100","","","","0"
"2006","Prince Edward Island","2016A000211","Electricity producer, private electric utilities","Wind power turbine","Kilowatts","200","units ","0","v53518024","3.3.3","3000","","","","0"
"2006","Prince Edward Island","2016A000211","Electricity producer, private electric utilities","Total thermal","Kilowatts","200","units ","0","v53518025","3.3.6","117100","","","","0"
"2006","Prince Edward Island","2016A000211","Electricity producer, private electric utilities","Conventional steam turbine","Kilowatts","200","units ","0","v53518026","3.3.7","67100","","","","0"
"2006","Prince Edward Island","2016A000211","Electricity producer, private electric utilities","Combustion turbine","Kilowatts","200","units ","0","v53518027","3.3.9","50000","","","","0"
"2006","Nova Scotia","2016A000212","Total all classes of electricity producer","Total installed capacity","Kilowatts","200","units ","0","v53518028","4.1.1","2463135","","","","0"
"2006","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Kilowatts","200","units ","0","v53518029","4.1.2","403750","","","","0"
"2006","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Kilowatts","200","units ","0","v53518030","4.1.3","49260","","","","0"
"2006","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Kilowatts","200","units ","0","v53518031","4.1.4","3700","","","","0"
"2006","Nova Scotia","2016A000212","Total all classes of electricity producer","Total thermal","Kilowatts","200","units ","0","v53518032","4.1.6","2006425","","","","0"
"2006","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Kilowatts","200","units ","0","v53518033","4.1.7","1686125","","","","0"
"2006","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Kilowatts","200","units ","0","v53518034","4.1.9","320300","","","","0"
"2006","Nova Scotia","2016A000212","Electricity producer, private electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518035","4.3.1","2414375","","","","0"
"2006","Nova Scotia","2016A000212","Electricity producer, private electric utilities","Hydraulic turbine","Kilowatts","200","units ","0","v53518036","4.3.2","398750","","","","0"
"2006","Nova Scotia","2016A000212","Electricity producer, private electric utilities","Wind power turbine","Kilowatts","200","units ","0","v53518037","4.3.3","49260","","","","0"
"2006","Nova Scotia","2016A000212","Electricity producer, private electric utilities","Tidal power turbine","Kilowatts","200","units ","0","v53518038","4.3.4","3700","","","","0"
"2006","Nova Scotia","2016A000212","Electricity producer, private electric utilities","Total thermal","Kilowatts","200","units ","0","v53518039","4.3.6","1962665","","","","0"
"2006","Nova Scotia","2016A000212","Electricity producer, private electric utilities","Conventional steam turbine","Kilowatts","200","units ","0","v53518040","4.3.7","1642365","","","","0"
"2006","Nova Scotia","2016A000212","Electricity producer, private electric utilities","Combustion turbine","Kilowatts","200","units ","0","v53518041","4.3.9","320300","","","","0"
"2006","Nova Scotia","2016A000212","Electricity producer, industries","Total installed capacity","Kilowatts","200","units ","0","v53518042","4.4.1","48760","","","","0"
"2006","Nova Scotia","2016A000212","Electricity producer, industries","Hydraulic turbine","Kilowatts","200","units ","0","v53518043","4.4.2","5000","","","","0"
"2006","Nova Scotia","2016A000212","Electricity producer, industries","Total thermal","Kilowatts","200","units ","0","v53518044","4.4.6","43760","","","","0"
"2006","Nova Scotia","2016A000212","Electricity producer, industries","Conventional steam turbine","Kilowatts","200","units ","0","v53518045","4.4.7","43760","","","","0"
"2006","New Brunswick","2016A000213","Total all classes of electricity producer","Total installed capacity","Kilowatts","200","units ","0","v53518046","5.1.1","4474108","","","","0"
"2006","New Brunswick","2016A000213","Total all classes of electricity producer","Hydraulic turbine","Kilowatts","200","units ","0","v53518048","5.1.2","933770","","","","0"
"2006","New Brunswick","2016A000213","Total all classes of electricity producer","Total thermal","Kilowatts","200","units ","0","v53518050","5.1.6","3540338","","","","0"
"2006","New Brunswick","2016A000213","Total all classes of electricity producer","Conventional steam turbine","Kilowatts","200","units ","0","v53518051","5.1.7","2088800","","","","0"
"2006","New Brunswick","2016A000213","Total all classes of electricity producer","Nuclear steam turbine","Kilowatts","200","units ","0","v53518052","5.1.8","680000","","","","0"
"2006","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Kilowatts","200","units ","0","v53518053","5.1.9","768700","","","","0"
"2006","New Brunswick","2016A000213","Total all classes of electricity producer","Internal combustion turbine","Kilowatts","200","units ","0","v53518047","5.1.10","2838","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, public electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518054","5.2.1","4024368","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, public electric utilities","Hydraulic turbine","Kilowatts","200","units ","0","v53518056","5.2.2","891330","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, public electric utilities","Total thermal","Kilowatts","200","units ","0","v53518057","5.2.6","3133038","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, public electric utilities","Conventional steam turbine","Kilowatts","200","units ","0","v53518058","5.2.7","1921500","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, public electric utilities","Nuclear steam turbine","Kilowatts","200","units ","0","v53518059","5.2.8","680000","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, public electric utilities","Combustion turbine","Kilowatts","200","units ","0","v53518060","5.2.9","528700","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, public electric utilities","Internal combustion turbine","Kilowatts","200","units ","0","v53518055","5.2.10","2838","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, private electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518061","5.3.1","371640","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, private electric utilities","Hydraulic turbine","Kilowatts","200","units ","0","v53518062","5.3.2","31640","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, private electric utilities","Total thermal","Kilowatts","200","units ","0","v53518064","5.3.6","340000","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, private electric utilities","Conventional steam turbine","Kilowatts","200","units ","0","v53518065","5.3.7","100000","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, private electric utilities","Combustion turbine","Kilowatts","200","units ","0","v53518066","5.3.9","240000","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, industries","Total installed capacity","Kilowatts","200","units ","0","v53518067","5.4.1","78100","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, industries","Hydraulic turbine","Kilowatts","200","units ","0","v53518068","5.4.2","10800","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, industries","Total thermal","Kilowatts","200","units ","0","v53518069","5.4.6","67300","","","","0"
"2006","New Brunswick","2016A000213","Electricity producer, industries","Conventional steam turbine","Kilowatts","200","units ","0","v53518070","5.4.7","67300","","","","0"
"2006","Quebec","2016A000224","Total all classes of electricity producer","Total installed capacity","Kilowatts","200","units ","0","v53518071","6.1.1","40067801","","","","0"
"2006","Quebec","2016A000224","Total all classes of electricity producer","Hydraulic turbine","Kilowatts","200","units ","0","v53518073","6.1.2","36685549","","","","0"
"2006","Quebec","2016A000224","Total all classes of electricity producer","Wind power turbine","Kilowatts","200","units ","0","v53518074","6.1.3","321750","","","","0"
"2006","Quebec","2016A000224","Total all classes of electricity producer","Total thermal","Kilowatts","200","units ","0","v53518075","6.1.6","3060502","","","","0"
"2006","Quebec","2016A000224","Total all classes of electricity producer","Conventional steam turbine","Kilowatts","200","units ","0","v53518076","6.1.7","1124253","","","","0"
"2006","Quebec","2016A000224","Total all classes of electricity producer","Nuclear steam turbine","Kilowatts","200","units ","0","v53518077","6.1.8","675000","","","","0"
"2006","Quebec","2016A000224","Total all classes of electricity producer","Combustion turbine","Kilowatts","200","units ","0","v53518078","6.1.9","1132247","","","","0"
"2006","Quebec","2016A000224","Total all classes of electricity producer","Internal combustion turbine","Kilowatts","200","units ","0","v53518072","6.1.10","129002","","","","0"
"2006","Quebec","2016A000224","Electricity producer, public electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518079","6.2.1","35235201","","","","0"
"2006","Quebec","2016A000224","Electricity producer, public electric utilities","Hydraulic turbine","Kilowatts","200","units ","0","v53518081","6.2.2","33013549","","","","0"
"2006","Quebec","2016A000224","Electricity producer, public electric utilities","Wind power turbine","Kilowatts","200","units ","0","v53518082","6.2.3","2250","","","","0"
"2006","Quebec","2016A000224","Electricity producer, public electric utilities","Total thermal","Kilowatts","200","units ","0","v53518083","6.2.6","2219402","","","","0"
"2006","Quebec","2016A000224","Electricity producer, public electric utilities","Conventional steam turbine","Kilowatts","200","units ","0","v53518084","6.2.7","660000","","","","0"
"2006","Quebec","2016A000224","Electricity producer, public electric utilities","Nuclear steam turbine","Kilowatts","200","units ","0","v53518085","6.2.8","675000","","","","0"
"2006","Quebec","2016A000224","Electricity producer, public electric utilities","Combustion turbine","Kilowatts","200","units ","0","v53518086","6.2.9","761000","","","","0"
"2006","Quebec","2016A000224","Electricity producer, public electric utilities","Internal combustion turbine","Kilowatts","200","units ","0","v53518080","6.2.10","123402","","","","0"
"2006","Quebec","2016A000224","Electricity producer, private electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518087","6.3.1","1947150","","","","0"
"2006","Quebec","2016A000224","Electricity producer, private electric utilities","Hydraulic turbine","Kilowatts","200","units ","0","v53518089","6.3.2","943600","","","","0"
"2006","Quebec","2016A000224","Electricity producer, private electric utilities","Wind power turbine","Kilowatts","200","units ","0","v53518090","6.3.3","319500","","","","0"
"2006","Quebec","2016A000224","Electricity producer, private electric utilities","Total thermal","Kilowatts","200","units ","0","v53518091","6.3.6","684050","","","","0"
"2006","Quebec","2016A000224","Electricity producer, private electric utilities","Conventional steam turbine","Kilowatts","200","units ","0","v53518092","6.3.7","307203","","","","0"
"2006","Quebec","2016A000224","Electricity producer, private electric utilities","Combustion turbine","Kilowatts","200","units ","0","v53518093","6.3.9","371247","","","","0"
"2006","Quebec","2016A000224","Electricity producer, private electric utilities","Internal combustion turbine","Kilowatts","200","units ","0","v53518088","6.3.10","5600","","","","0"
"2006","Quebec","2016A000224","Electricity producer, industries","Total installed capacity","Kilowatts","200","units ","0","v53518094","6.4.1","2885450","","","","0"
"2006","Quebec","2016A000224","Electricity producer, industries","Hydraulic turbine","Kilowatts","200","units ","0","v53518095","6.4.2","2728400","","","","0"
"2006","Quebec","2016A000224","Electricity producer, industries","Total thermal","Kilowatts","200","units ","0","v53518096","6.4.6","157050","","","","0"
"2006","Quebec","2016A000224","Electricity producer, industries","Conventional steam turbine","Kilowatts","200","units ","0","v53518097","6.4.7","157050","","","","0"
"2006","Ontario","2016A000235","Total all classes of electricity producer","Total installed capacity","Kilowatts","200","units ","0","v53518098","7.1.1","32523392","","","","0"
"2006","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Kilowatts","200","units ","0","v53518100","7.1.2","8349242","","","","0"
"2006","Ontario","2016A000235","Total all classes of electricity producer","Wind power turbine","Kilowatts","200","units ","0","v53518101","7.1.3","413529","","","","0"
"2006","Ontario","2016A000235","Total all classes of electricity producer","Total thermal","Kilowatts","200","units ","0","v53518102","7.1.6","23760621","","","","0"
"2006","Ontario","2016A000235","Total all classes of electricity producer","Conventional steam turbine","Kilowatts","200","units ","0","v53518103","7.1.7","9808630","","","","0"
"2006","Ontario","2016A000235","Total all classes of electricity producer","Nuclear steam turbine","Kilowatts","200","units ","0","v53518104","7.1.8","11990000","","","","0"
"2006","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Kilowatts","200","units ","0","v53518105","7.1.9","1887381","","","","0"
"2006","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Kilowatts","200","units ","0","v53518099","7.1.10","74610","","","","0"
"2006","Ontario","2016A000235","Electricity producer, public electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518106","7.2.1","22653817","","","","0"
"2006","Ontario","2016A000235","Electricity producer, public electric utilities","Hydraulic turbine","Kilowatts","200","units ","0","v53518108","7.2.2","7091277","","","","0"
"2006","Ontario","2016A000235","Electricity producer, public electric utilities","Wind power turbine","Kilowatts","200","units ","0","v53518109","7.2.3","2400","","","","0"
"2006","Ontario","2016A000235","Electricity producer, public electric utilities","Total thermal","Kilowatts","200","units ","0","v53518110","7.2.6","15560140","","","","0"
"2006","Ontario","2016A000235","Electricity producer, public electric utilities","Conventional steam turbine","Kilowatts","200","units ","0","v53518111","7.2.7","8462680","","","","0"
"2006","Ontario","2016A000235","Electricity producer, public electric utilities","Nuclear steam turbine","Kilowatts","200","units ","0","v53518112","7.2.8","6980000","","","","0"
"2006","Ontario","2016A000235","Electricity producer, public electric utilities","Combustion turbine","Kilowatts","200","units ","0","v53518113","7.2.9","84000","","","","0"
"2006","Ontario","2016A000235","Electricity producer, public electric utilities","Internal combustion turbine","Kilowatts","200","units ","0","v53518107","7.2.10","33460","","","","0"
"2006","Ontario","2016A000235","Electricity producer, private electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518114","7.3.1","9090270","","","","0"
"2006","Ontario","2016A000235","Electricity producer, private electric utilities","Hydraulic turbine","Kilowatts","200","units ","0","v53518116","7.3.2","986235","","","","0"
"2006","Ontario","2016A000235","Electricity producer, private electric utilities","Wind power turbine","Kilowatts","200","units ","0","v53518117","7.3.3","410529","","","","0"
"2006","Ontario","2016A000235","Electricity producer, private electric utilities","Total thermal","Kilowatts","200","units ","0","v53518118","7.3.6","7693506","","","","0"
"2006","Ontario","2016A000235","Electricity producer, private electric utilities","Conventional steam turbine","Kilowatts","200","units ","0","v53518119","7.3.7","1051000","","","","0"
"2006","Ontario","2016A000235","Electricity producer, private electric utilities","Nuclear steam turbine","Kilowatts","200","units ","0","v53518120","7.3.8","5010000","","","","0"
"2006","Ontario","2016A000235","Electricity producer, private electric utilities","Combustion turbine","Kilowatts","200","units ","0","v53518121","7.3.9","1604381","","","","0"
"2006","Ontario","2016A000235","Electricity producer, private electric utilities","Internal combustion turbine","Kilowatts","200","units ","0","v53518115","7.3.10","28125","","","","0"
"2006","Ontario","2016A000235","Electricity producer, industries","Total installed capacity","Kilowatts","200","units ","0","v53518122","7.4.1","779305","","","","0"
"2006","Ontario","2016A000235","Electricity producer, industries","Hydraulic turbine","Kilowatts","200","units ","0","v53518124","7.4.2","271730","","","","0"
"2006","Ontario","2016A000235","Electricity producer, industries","Wind power turbine","Kilowatts","200","units ","0","v53518125","7.4.3","600","","","","0"
"2006","Ontario","2016A000235","Electricity producer, industries","Total thermal","Kilowatts","200","units ","0","v53518126","7.4.6","506975","","","","0"
"2006","Ontario","2016A000235","Electricity producer, industries","Conventional steam turbine","Kilowatts","200","units ","0","v53518127","7.4.7","294950","","","","0"
"2006","Ontario","2016A000235","Electricity producer, industries","Combustion turbine","Kilowatts","200","units ","0","v53518128","7.4.9","199000","","","","0"
"2006","Ontario","2016A000235","Electricity producer, industries","Internal combustion turbine","Kilowatts","200","units ","0","v53518123","7.4.10","13025","","","","0"
"2006","Manitoba","2016A000246","Total all classes of electricity producer","Total installed capacity","Kilowatts","200","units ","0","v53518129","8.1.1","5629007","","","","0"
"2006","Manitoba","2016A000246","Total all classes of electricity producer","Hydraulic turbine","Kilowatts","200","units ","0","v53518131","8.1.2","5024372","","","","0"
"2006","Manitoba","2016A000246","Total all classes of electricity producer","Wind power turbine","Kilowatts","200","units ","0","v53518132","8.1.3","103950","","","","0"
"2006","Manitoba","2016A000246","Total all classes of electricity producer","Total thermal","Kilowatts","200","units ","0","v53518133","8.1.6","500685","","","","0"
"2006","Manitoba","2016A000246","Total all classes of electricity producer","Conventional steam turbine","Kilowatts","200","units ","0","v53518134","8.1.7","119500","","","","0"
"2006","Manitoba","2016A000246","Total all classes of electricity producer","Combustion turbine","Kilowatts","200","units ","0","v53518135","8.1.9","371670","","","","0"
"2006","Manitoba","2016A000246","Total all classes of electricity producer","Internal combustion turbine","Kilowatts","200","units ","0","v53518130","8.1.10","9515","","","","0"
"2006","Manitoba","2016A000246","Electricity producer, public electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518136","8.2.1","5503057","","","","0"
"2006","Manitoba","2016A000246","Electricity producer, public electric utilities","Hydraulic turbine","Kilowatts","200","units ","0","v53518138","8.2.2","5024372","","","","0"
"2006","Manitoba","2016A000246","Electricity producer, public electric utilities","Total thermal","Kilowatts","200","units ","0","v53518139","8.2.6","478685","","","","0"
"2006","Manitoba","2016A000246","Electricity producer, public electric utilities","Conventional steam turbine","Kilowatts","200","units ","0","v53518140","8.2.7","97500","","","","0"
"2006","Manitoba","2016A000246","Electricity producer, public electric utilities","Combustion turbine","Kilowatts","200","units ","0","v53518141","8.2.9","371670","","","","0"
"2006","Manitoba","2016A000246","Electricity producer, public electric utilities","Internal combustion turbine","Kilowatts","200","units ","0","v53518137","8.2.10","9515","","","","0"
"2006","Manitoba","2016A000246","Electricity producer, private electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518142","8.3.1","103950","","","","0"
"2006","Manitoba","2016A000246","Electricity producer, private electric utilities","Wind power turbine","Kilowatts","200","units ","0","v53518143","8.3.3","103950","","","","0"
"2006","Manitoba","2016A000246","Electricity producer, industries","Total installed capacity","Kilowatts","200","units ","0","v53518144","8.4.1","22000","","","","0"
"2006","Manitoba","2016A000246","Electricity producer, industries","Total thermal","Kilowatts","200","units ","0","v53518145","8.4.6","22000","","","","0"
"2006","Manitoba","2016A000246","Electricity producer, industries","Conventional steam turbine","Kilowatts","200","units ","0","v53518146","8.4.7","22000","","","","0"
"2006","Saskatchewan","2016A000247","Total all classes of electricity producer","Total installed capacity","Kilowatts","200","units ","0","v53518147","9.1.1","3878790","","","","0"
"2006","Saskatchewan","2016A000247","Total all classes of electricity producer","Hydraulic turbine","Kilowatts","200","units ","0","v53518149","9.1.2","854660","","","","0"
"2006","Saskatchewan","2016A000247","Total all classes of electricity producer","Wind power turbine","Kilowatts","200","units ","0","v53518150","9.1.3","171180","","","","0"
"2006","Saskatchewan","2016A000247","Total all classes of electricity producer","Total thermal","Kilowatts","200","units ","0","v53518151","9.1.6","2852950","","","","0"
"2006","Saskatchewan","2016A000247","Total all classes of electricity producer","Conventional steam turbine","Kilowatts","200","units ","0","v53518152","9.1.7","2212950","","","","0"
"2006","Saskatchewan","2016A000247","Total all classes of electricity producer","Combustion turbine","Kilowatts","200","units ","0","v53518153","9.1.9","640000","","","","0"
"2006","Saskatchewan","2016A000247","Electricity producer, public electric utilities","Total installed capacity","Kilowatts","200","units ","0","v53518154","9.2.1","3344120","","","","0"
"2006","Saskatchewan","2016A000247","Electricity producer, public electric utilities","Hydraulic turbine","Kilowatts","200","units ","0","v53518155","9.2.2","854660","","","","0"
"2006","Saskatchewan","2016A000247","Electricity producer, public electric utilities","Wind power turbine","Kilowatts","200","units ","0","v53518156","9.2.3","159960","","","","0"
"2006","Saskatchewan","2016A000247","Electricity producer, public electric utilities","Total thermal","Kilowatts","200","units ","0","v53518157","9.2.6","2329500","","","","0"
