GENERATION_PROJECT	timepoint	gen_max_capacity_factor
Oahu_CentralTrackingPV_PV_06	370721	0.0
Oahu_CentralTrackingPV_PV_07	210700	0.0
Oahu_CentralTrackingPV_PV_07	210703	0.0
Oahu_CentralTrackingPV_PV_07	210706	0.109967
Oahu_CentralTrackingPV_PV_07	210709	0.268237
Oahu_CentralTrackingPV_PV_07	210712	0.401733
Oahu_CentralTrackingPV_PV_07	210715	0.992221
Oahu_CentralTrackingPV_PV_07	210718	0.212306
Oahu_CentralTrackingPV_PV_07	210721	0.0
Oahu_CentralTrackingPV_PV_07	370700	0.0
Oahu_CentralTrackingPV_PV_07	370703	0.0
Oahu_CentralTrackingPV_PV_07	370706	0.109967
Oahu_CentralTrackingPV_PV_07	370709	0.268237
Oahu_CentralTrackingPV_PV_07	370712	0.401733
Oahu_CentralTrackingPV_PV_07	370715	0.992221
Oahu_CentralTrackingPV_PV_07	370718	0.212306
Oahu_CentralTrackingPV_PV_07	370721	0.0
Oahu_CentralTrackingPV_PV_08	210700	0.0
Oahu_CentralTrackingPV_PV_08	210703	0.0
Oahu_CentralTrackingPV_PV_08	210706	0.109652
Oahu_CentralTrackingPV_PV_08	210709	0.229394
Oahu_CentralTrackingPV_PV_08	210712	0.488458
Oahu_CentralTrackingPV_PV_08	210715	0.990753
Oahu_CentralTrackingPV_PV_08	210718	0.220262
Oahu_CentralTrackingPV_PV_08	210721	0.0
Oahu_CentralTrackingPV_PV_08	370700	0.0
Oahu_CentralTrackingPV_PV_08	370703	0.0
Oahu_CentralTrackingPV_PV_08	370706	0.109652
Oahu_CentralTrackingPV_PV_08	370709	0.229394
Oahu_CentralTrackingPV_PV_08	370712	0.488458
Oahu_CentralTrackingPV_PV_08	370715	0.990753
Oahu_CentralTrackingPV_PV_08	370718	0.220262
Oahu_CentralTrackingPV_PV_08	370721	0.0
Oahu_CentralTrackingPV_PV_09	210700	0.0
Oahu_CentralTrackingPV_PV_09	210703	0.0
Oahu_CentralTrackingPV_PV_09	210706	0.0972689
Oahu_CentralTrackingPV_PV_09	210709	0.171993
Oahu_CentralTrackingPV_PV_09	210712	0.623
Oahu_CentralTrackingPV_PV_09	210715	0.991086
Oahu_CentralTrackingPV_PV_09	210718	0.23739
Oahu_CentralTrackingPV_PV_09	210721	0.0
Oahu_CentralTrackingPV_PV_09	370700	0.0
Oahu_CentralTrackingPV_PV_09	370703	0.0
Oahu_CentralTrackingPV_PV_09	370706	0.0972689
Oahu_CentralTrackingPV_PV_09	370709	0.171993
Oahu_CentralTrackingPV_PV_09	370712	0.623
Oahu_CentralTrackingPV_PV_09	370715	0.991086
Oahu_CentralTrackingPV_PV_09	370718	0.23739
Oahu_CentralTrackingPV_PV_09	370721	0.0
Oahu_CentralTrackingPV_PV_10	210700	0.0
Oahu_CentralTrackingPV_PV_10	210703	0.0
Oahu_CentralTrackingPV_PV_10	210706	0.0667991
Oahu_CentralTrackingPV_PV_10	210709	0.167477
Oahu_CentralTrackingPV_PV_10	210712	0.4585
Oahu_CentralTrackingPV_PV_10	210715	0.988521
Oahu_CentralTrackingPV_PV_10	210718	0.150998
Oahu_CentralTrackingPV_PV_10	210721	0.0
Oahu_CentralTrackingPV_PV_10	370700	0.0
Oahu_CentralTrackingPV_PV_10	370703	0.0
Oahu_CentralTrackingPV_PV_10	370706	0.0667991
Oahu_CentralTrackingPV_PV_10	370709	0.167477
Oahu_CentralTrackingPV_PV_10	370712	0.4585
Oahu_CentralTrackingPV_PV_10	370715	0.988521
Oahu_CentralTrackingPV_PV_10	370718	0.150998
Oahu_CentralTrackingPV_PV_10	370721	0.0
Oahu_CentralTrackingPV_PV_11	210700	0.0
Oahu_CentralTrackingPV_PV_11	210703	0.0
Oahu_CentralTrackingPV_PV_11	210706	0.109147
Oahu_CentralTrackingPV_PV_11	210709	0.170767
Oahu_CentralTrackingPV_PV_11	210712	0.516769
Oahu_CentralTrackingPV_PV_11	210715	1.0
Oahu_CentralTrackingPV_PV_11	210718	0.226072
Oahu_CentralTrackingPV_PV_11	210721	0.0
Oahu_CentralTrackingPV_PV_11	370700	0.0
Oahu_CentralTrackingPV_PV_11	370703	0.0
Oahu_CentralTrackingPV_PV_11	370706	0.109147
Oahu_CentralTrackingPV_PV_11	370709	0.170767
Oahu_CentralTrackingPV_PV_11	370712	0.516769
Oahu_CentralTrackingPV_PV_11	370715	1.0
Oahu_CentralTrackingPV_PV_11	370718	0.226072
Oahu_CentralTrackingPV_PV_11	370721	0.0
Oahu_CentralTrackingPV_PV_12	210700	0.0
Oahu_CentralTrackingPV_PV_12	210703	0.0
Oahu_CentralTrackingPV_PV_12	210706	0.109469
Oahu_CentralTrackingPV_PV_12	210709	0.568888
Oahu_CentralTrackingPV_PV_12	210712	0.926324
Oahu_CentralTrackingPV_PV_12	210715	0.998575
Oahu_CentralTrackingPV_PV_12	210718	0.183542
Oahu_CentralTrackingPV_PV_12	210721	0.0
Oahu_CentralTrackingPV_PV_12	370700	0.0
Oahu_CentralTrackingPV_PV_12	370703	0.0
Oahu_CentralTrackingPV_PV_12	370706	0.109469
Oahu_CentralTrackingPV_PV_12	370709	0.568888
Oahu_CentralTrackingPV_PV_12	370712	0.926324
Oahu_CentralTrackingPV_PV_12	370715	0.998575
Oahu_CentralTrackingPV_PV_12	370718	0.183542
Oahu_CentralTrackingPV_PV_12	370721	0.0
Oahu_CentralTrackingPV_PV_13	210700	0.0
Oahu_CentralTrackingPV_PV_13	210703	0.0
Oahu_CentralTrackingPV_PV_13	210706	0.110825
Oahu_CentralTrackingPV_PV_13	210709	0.464689
Oahu_CentralTrackingPV_PV_13	210712	0.903704
Oahu_CentralTrackingPV_PV_13	210715	0.700401
Oahu_CentralTrackingPV_PV_13	210718	0.10538
Oahu_CentralTrackingPV_PV_13	210721	0.0
Oahu_CentralTrackingPV_PV_13	370700	0.0
Oahu_CentralTrackingPV_PV_13	370703	0.0
Oahu_CentralTrackingPV_PV_13	370706	0.110825
Oahu_CentralTrackingPV_PV_13	370709	0.464689
Oahu_CentralTrackingPV_PV_13	370712	0.903704
Oahu_CentralTrackingPV_PV_13	370715	0.700401
Oahu_CentralTrackingPV_PV_13	370718	0.10538
Oahu_CentralTrackingPV_PV_13	370721	0.0
Oahu_CentralTrackingPV_PV_14	210700	0.0
Oahu_CentralTrackingPV_PV_14	210703	0.0
Oahu_CentralTrackingPV_PV_14	210706	0.111333
Oahu_CentralTrackingPV_PV_14	210709	0.261756
Oahu_CentralTrackingPV_PV_14	210712	0.558289
Oahu_CentralTrackingPV_PV_14	210715	0.34866
Oahu_CentralTrackingPV_PV_14	210718	0.164122
Oahu_CentralTrackingPV_PV_14	210721	0.0
Oahu_CentralTrackingPV_PV_14	370700	0.0
Oahu_CentralTrackingPV_PV_14	370703	0.0
Oahu_CentralTrackingPV_PV_14	370706	0.111333
Oahu_CentralTrackingPV_PV_14	370709	0.261756
Oahu_CentralTrackingPV_PV_14	370712	0.558289
Oahu_CentralTrackingPV_PV_14	370715	0.34866
Oahu_CentralTrackingPV_PV_14	370718	0.164122
Oahu_CentralTrackingPV_PV_14	370721	0.0
Oahu_CentralTrackingPV_PV_15	210700	0.0
Oahu_CentralTrackingPV_PV_15	210703	0.0
Oahu_CentralTrackingPV_PV_15	210706	0.10503
Oahu_CentralTrackingPV_PV_15	210709	0.30339
Oahu_CentralTrackingPV_PV_15	210712	0.590304
Oahu_CentralTrackingPV_PV_15	210715	0.715224
Oahu_CentralTrackingPV_PV_15	210718	0.0787477
Oahu_CentralTrackingPV_PV_15	210721	0.0
Oahu_CentralTrackingPV_PV_15	370700	0.0
Oahu_CentralTrackingPV_PV_15	370703	0.0
Oahu_CentralTrackingPV_PV_15	370706	0.10503
Oahu_CentralTrackingPV_PV_15	370709	0.30339
Oahu_CentralTrackingPV_PV_15	370712	0.590304
Oahu_CentralTrackingPV_PV_15	370715	0.715224
Oahu_CentralTrackingPV_PV_15	370718	0.0787477
Oahu_CentralTrackingPV_PV_15	370721	0.0
Oahu_CentralTrackingPV_PV_16	210700	0.0
Oahu_CentralTrackingPV_PV_16	210703	0.0
Oahu_CentralTrackingPV_PV_16	210706	0.112558
Oahu_CentralTrackingPV_PV_16	210709	0.376083
Oahu_CentralTrackingPV_PV_16	210712	0.53103
Oahu_CentralTrackingPV_PV_16	210715	1.0
Oahu_CentralTrackingPV_PV_16	210718	0.145944
Oahu_CentralTrackingPV_PV_16	210721	0.0
Oahu_CentralTrackingPV_PV_16	370700	0.0
Oahu_CentralTrackingPV_PV_16	370703	0.0
Oahu_CentralTrackingPV_PV_16	370706	0.112558
Oahu_CentralTrackingPV_PV_16	370709	0.376083
Oahu_CentralTrackingPV_PV_16	370712	0.53103
Oahu_CentralTrackingPV_PV_16	370715	1.0
Oahu_CentralTrackingPV_PV_16	370718	0.145944
Oahu_CentralTrackingPV_PV_16	370721	0.0
Oahu_CentralTrackingPV_PV_17	210700	0.0
Oahu_CentralTrackingPV_PV_17	210703	0.0
Oahu_CentralTrackingPV_PV_17	210706	0.113553
Oahu_CentralTrackingPV_PV_17	210709	0.147365
Oahu_CentralTrackingPV_PV_17	210712	0.191912
Oahu_CentralTrackingPV_PV_17	210715	0.550544
Oahu_CentralTrackingPV_PV_17	210718	0.215439
Oahu_CentralTrackingPV_PV_17	210721	0.0
Oahu_CentralTrackingPV_PV_17	370700	0.0
Oahu_CentralTrackingPV_PV_17	370703	0.0
Oahu_CentralTrackingPV_PV_17	370706	0.113553
Oahu_CentralTrackingPV_PV_17	370709	0.147365
Oahu_CentralTrackingPV_PV_17	370712	0.191912
Oahu_CentralTrackingPV_PV_17	370715	0.550544
Oahu_CentralTrackingPV_PV_17	370718	0.215439
Oahu_CentralTrackingPV_PV_17	370721	0.0
Oahu_CentralTrackingPV_PV_18	210700	0.0
Oahu_CentralTrackingPV_PV_18	210703	0.0
Oahu_CentralTrackingPV_PV_18	210706	0.114772
Oahu_CentralTrackingPV_PV_18	210709	0.235482
Oahu_CentralTrackingPV_PV_18	210712	0.265262
Oahu_CentralTrackingPV_PV_18	210715	0.69851
Oahu_CentralTrackingPV_PV_18	210718	0.0518801
Oahu_CentralTrackingPV_PV_18	210721	0.0
Oahu_CentralTrackingPV_PV_18	370700	0.0
Oahu_CentralTrackingPV_PV_18	370703	0.0
Oahu_CentralTrackingPV_PV_18	370706	0.114772
Oahu_CentralTrackingPV_PV_18	370709	0.235482
Oahu_CentralTrackingPV_PV_18	370712	0.265262
Oahu_CentralTrackingPV_PV_18	370715	0.69851
Oahu_CentralTrackingPV_PV_18	370718	0.0518801
Oahu_CentralTrackingPV_PV_18	370721	0.0
Oahu_DistPV_Oahu_DistPV_0	210700	0.0
Oahu_DistPV_Oahu_DistPV_0	210703	0.0
Oahu_DistPV_Oahu_DistPV_0	210706	0.0917662
Oahu_DistPV_Oahu_DistPV_0	210709	0.752171
Oahu_DistPV_Oahu_DistPV_0	210712	0.715776
Oahu_DistPV_Oahu_DistPV_0	210715	0.492725
Oahu_DistPV_Oahu_DistPV_0	210718	0.134383
Oahu_DistPV_Oahu_DistPV_0	210721	0.0
Oahu_DistPV_Oahu_DistPV_0	370700	0.0
Oahu_DistPV_Oahu_DistPV_0	370703	0.0
Oahu_DistPV_Oahu_DistPV_0	370706	0.0917662
Oahu_DistPV_Oahu_DistPV_0	370709	0.752171
Oahu_DistPV_Oahu_DistPV_0	370712	0.715776
Oahu_DistPV_Oahu_DistPV_0	370715	0.492725
Oahu_DistPV_Oahu_DistPV_0	370718	0.134383
Oahu_DistPV_Oahu_DistPV_0	370721	0.0
Oahu_DistPV_Oahu_DistPV_1	210700	0.0
Oahu_DistPV_Oahu_DistPV_1	210703	0.0
Oahu_DistPV_Oahu_DistPV_1	210706	0.0252749
Oahu_DistPV_Oahu_DistPV_1	210709	0.662735
Oahu_DistPV_Oahu_DistPV_1	210712	0.763218
Oahu_DistPV_Oahu_DistPV_1	210715	0.480251
Oahu_DistPV_Oahu_DistPV_1	210718	0.0449563
Oahu_DistPV_Oahu_DistPV_1	210721	0.0
Oahu_DistPV_Oahu_DistPV_1	370700	0.0
Oahu_DistPV_Oahu_DistPV_1	370703	0.0
Oahu_DistPV_Oahu_DistPV_1	370706	0.0252749
Oahu_DistPV_Oahu_DistPV_1	370709	0.662735
Oahu_DistPV_Oahu_DistPV_1	370712	0.763218
Oahu_DistPV_Oahu_DistPV_1	370715	0.480251
Oahu_DistPV_Oahu_DistPV_1	370718	0.0449563
Oahu_DistPV_Oahu_DistPV_1	370721	0.0
Oahu_DistPV_Oahu_DistPV_10	210700	0.0
Oahu_DistPV_Oahu_DistPV_10	210703	0.0
Oahu_DistPV_Oahu_DistPV_10	210706	0.10378
Oahu_DistPV_Oahu_DistPV_10	210709	0.823554
Oahu_DistPV_Oahu_DistPV_10	210712	0.866437
Oahu_DistPV_Oahu_DistPV_10	210715	0.569482
Oahu_DistPV_Oahu_DistPV_10	210718	0.0350454
Oahu_DistPV_Oahu_DistPV_10	210721	0.0
Oahu_DistPV_Oahu_DistPV_10	370700	0.0
Oahu_DistPV_Oahu_DistPV_10	370703	0.0
Oahu_DistPV_Oahu_DistPV_10	370706	0.10378
Oahu_DistPV_Oahu_DistPV_10	370709	0.823554
Oahu_DistPV_Oahu_DistPV_10	370712	0.866437
Oahu_DistPV_Oahu_DistPV_10	370715	0.569482
Oahu_DistPV_Oahu_DistPV_10	370718	0.0350454
Oahu_DistPV_Oahu_DistPV_10	370721	0.0
Oahu_DistPV_Oahu_DistPV_11	210700	0.0
Oahu_DistPV_Oahu_DistPV_11	210703	0.0
Oahu_DistPV_Oahu_DistPV_11	210706	0.0505865
Oahu_DistPV_Oahu_DistPV_11	210709	0.706255
Oahu_DistPV_Oahu_DistPV_11	210712	0.83485
Oahu_DistPV_Oahu_DistPV_11	210715	0.367178
Oahu_DistPV_Oahu_DistPV_11	210718	0.0839184
Oahu_DistPV_Oahu_DistPV_11	210721	0.0
Oahu_DistPV_Oahu_DistPV_11	370700	0.0
Oahu_DistPV_Oahu_DistPV_11	370703	0.0
Oahu_DistPV_Oahu_DistPV_11	370706	0.0505865
Oahu_DistPV_Oahu_DistPV_11	370709	0.706255
Oahu_DistPV_Oahu_DistPV_11	370712	0.83485
Oahu_DistPV_Oahu_DistPV_11	370715	0.367178
Oahu_DistPV_Oahu_DistPV_11	370718	0.0839184
Oahu_DistPV_Oahu_DistPV_11	370721	0.0
Oahu_DistPV_Oahu_DistPV_12	210700	0.0
Oahu_DistPV_Oahu_DistPV_12	210703	0.0
Oahu_DistPV_Oahu_DistPV_12	210706	0.254385
Oahu_DistPV_Oahu_DistPV_12	210709	0.921613
Oahu_DistPV_Oahu_DistPV_12	210712	0.597956
Oahu_DistPV_Oahu_DistPV_12	210715	0.297399
Oahu_DistPV_Oahu_DistPV_12	210718	0.0409502
Oahu_DistPV_Oahu_DistPV_12	210721	0.0
Oahu_DistPV_Oahu_DistPV_12	370700	0.0
Oahu_DistPV_Oahu_DistPV_12	370703	0.0
Oahu_DistPV_Oahu_DistPV_12	370706	0.254385
Oahu_DistPV_Oahu_DistPV_12	370709	0.921613
Oahu_DistPV_Oahu_DistPV_12	370712	0.597956
Oahu_DistPV_Oahu_DistPV_12	370715	0.297399
Oahu_DistPV_Oahu_DistPV_12	370718	0.0409502
Oahu_DistPV_Oahu_DistPV_12	370721	0.0
Oahu_DistPV_Oahu_DistPV_13	210700	0.0
Oahu_DistPV_Oahu_DistPV_13	210703	0.0
Oahu_DistPV_Oahu_DistPV_13	210706	0.0251912
Oahu_DistPV_Oahu_DistPV_13	210709	0.411799
Oahu_DistPV_Oahu_DistPV_13	210712	0.667433
Oahu_DistPV_Oahu_DistPV_13	210715	0.510057
Oahu_DistPV_Oahu_DistPV_13	210718	0.320105
Oahu_DistPV_Oahu_DistPV_13	210721	0.0
Oahu_DistPV_Oahu_DistPV_13	370700	0.0
Oahu_DistPV_Oahu_DistPV_13	370703	0.0
Oahu_DistPV_Oahu_DistPV_13	370706	0.0251912
Oahu_DistPV_Oahu_DistPV_13	370709	0.411799
Oahu_DistPV_Oahu_DistPV_13	370712	0.667433
Oahu_DistPV_Oahu_DistPV_13	370715	0.510057
Oahu_DistPV_Oahu_DistPV_13	370718	0.320105
Oahu_DistPV_Oahu_DistPV_13	370721	0.0
Oahu_DistPV_Oahu_DistPV_14	210700	0.0
Oahu_DistPV_Oahu_DistPV_14	210703	0.0
Oahu_DistPV_Oahu_DistPV_14	210706	0.0246081
Oahu_DistPV_Oahu_DistPV_14	210709	0.446603
Oahu_DistPV_Oahu_DistPV_14	210712	0.733871
Oahu_DistPV_Oahu_DistPV_14	210715	0.738105
Oahu_DistPV_Oahu_DistPV_14	210718	0.256692
Oahu_DistPV_Oahu_DistPV_14	210721	0.0
Oahu_DistPV_Oahu_DistPV_14	370700	0.0
Oahu_DistPV_Oahu_DistPV_14	370703	0.0
Oahu_DistPV_Oahu_DistPV_14	370706	0.0246081
Oahu_DistPV_Oahu_DistPV_14	370709	0.446603
Oahu_DistPV_Oahu_DistPV_14	370712	0.733871
Oahu_DistPV_Oahu_DistPV_14	370715	0.738105
Oahu_DistPV_Oahu_DistPV_14	370718	0.256692
Oahu_DistPV_Oahu_DistPV_14	370721	0.0
Oahu_DistPV_Oahu_DistPV_15	210700	0.0
Oahu_DistPV_Oahu_DistPV_15	210703	0.0
Oahu_DistPV_Oahu_DistPV_15	210706	0.116192
Oahu_DistPV_Oahu_DistPV_15	210709	0.775108
Oahu_DistPV_Oahu_DistPV_15	210712	0.817744
Oahu_DistPV_Oahu_DistPV_15	210715	0.562582
Oahu_DistPV_Oahu_DistPV_15	210718	0.0483698
Oahu_DistPV_Oahu_DistPV_15	210721	0.0
Oahu_DistPV_Oahu_DistPV_15	370700	0.0
Oahu_DistPV_Oahu_DistPV_15	370703	0.0
Oahu_DistPV_Oahu_DistPV_15	370706	0.116192
Oahu_DistPV_Oahu_DistPV_15	370709	0.775108
Oahu_DistPV_Oahu_DistPV_15	370712	0.817744
Oahu_DistPV_Oahu_DistPV_15	370715	0.562582
Oahu_DistPV_Oahu_DistPV_15	370718	0.0483698
Oahu_DistPV_Oahu_DistPV_15	370721	0.0
Oahu_DistPV_Oahu_DistPV_16	210700	0.0
Oahu_DistPV_Oahu_DistPV_16	210703	0.0
Oahu_DistPV_Oahu_DistPV_16	210706	0.204539
Oahu_DistPV_Oahu_DistPV_16	210709	0.877904
Oahu_DistPV_Oahu_DistPV_16	210712	0.768685
Oahu_DistPV_Oahu_DistPV_16	210715	0.498596
Oahu_DistPV_Oahu_DistPV_16	210718	0.0330663
Oahu_DistPV_Oahu_DistPV_16	210721	0.0
Oahu_DistPV_Oahu_DistPV_16	370700	0.0
Oahu_DistPV_Oahu_DistPV_16	370703	0.0
Oahu_DistPV_Oahu_DistPV_16	370706	0.204539
Oahu_DistPV_Oahu_DistPV_16	370709	0.877904
Oahu_DistPV_Oahu_DistPV_16	370712	0.768685
Oahu_DistPV_Oahu_DistPV_16	370715	0.498596
Oahu_DistPV_Oahu_DistPV_16	370718	0.0330663
Oahu_DistPV_Oahu_DistPV_16	370721	0.0
Oahu_DistPV_Oahu_DistPV_17	210700	0.0
Oahu_DistPV_Oahu_DistPV_17	210703	0.0
Oahu_DistPV_Oahu_DistPV_17	210706	0.0945899
Oahu_DistPV_Oahu_DistPV_17	210709	0.432069
Oahu_DistPV_Oahu_DistPV_17	210712	0.491541
Oahu_DistPV_Oahu_DistPV_17	210715	0.564609
Oahu_DistPV_Oahu_DistPV_17	210718	0.0845207
Oahu_DistPV_Oahu_DistPV_17	210721	0.0
Oahu_DistPV_Oahu_DistPV_17	370700	0.0
Oahu_DistPV_Oahu_DistPV_17	370703	0.0
Oahu_DistPV_Oahu_DistPV_17	370706	0.0945899
Oahu_DistPV_Oahu_DistPV_17	370709	0.432069
Oahu_DistPV_Oahu_DistPV_17	370712	0.491541
Oahu_DistPV_Oahu_DistPV_17	370715	0.564609
Oahu_DistPV_Oahu_DistPV_17	370718	0.0845207
Oahu_DistPV_Oahu_DistPV_17	370721	0.0
Oahu_DistPV_Oahu_DistPV_18	210700	0.0
Oahu_DistPV_Oahu_DistPV_18	210703	0.0
Oahu_DistPV_Oahu_DistPV_18	210706	0.129068
Oahu_DistPV_Oahu_DistPV_18	210709	0.71597
Oahu_DistPV_Oahu_DistPV_18	210712	0.671222
Oahu_DistPV_Oahu_DistPV_18	210715	0.465011
Oahu_DistPV_Oahu_DistPV_18	210718	0.168929
Oahu_DistPV_Oahu_DistPV_18	210721	0.0
Oahu_DistPV_Oahu_DistPV_18	370700	0.0
Oahu_DistPV_Oahu_DistPV_18	370703	0.0
Oahu_DistPV_Oahu_DistPV_18	370706	0.129068
Oahu_DistPV_Oahu_DistPV_18	370709	0.71597
Oahu_DistPV_Oahu_DistPV_18	370712	0.671222
Oahu_DistPV_Oahu_DistPV_18	370715	0.465011
Oahu_DistPV_Oahu_DistPV_18	370718	0.168929
Oahu_DistPV_Oahu_DistPV_18	370721	0.0
Oahu_DistPV_Oahu_DistPV_19	210700	0.0
Oahu_DistPV_Oahu_DistPV_19	210703	0.0
Oahu_DistPV_Oahu_DistPV_19	210706	0.103253
Oahu_DistPV_Oahu_DistPV_19	210709	0.469503
Oahu_DistPV_Oahu_DistPV_19	210712	0.635646
Oahu_DistPV_Oahu_DistPV_19	210715	0.538577
Oahu_DistPV_Oahu_DistPV_19	210718	0.0587155
Oahu_DistPV_Oahu_DistPV_19	210721	0.0
Oahu_DistPV_Oahu_DistPV_19	370700	0.0
Oahu_DistPV_Oahu_DistPV_19	370703	0.0
Oahu_DistPV_Oahu_DistPV_19	370706	0.103253
Oahu_DistPV_Oahu_DistPV_19	370709	0.469503
Oahu_DistPV_Oahu_DistPV_19	370712	0.635646
Oahu_DistPV_Oahu_DistPV_19	370715	0.538577
Oahu_DistPV_Oahu_DistPV_19	370718	0.0587155
Oahu_DistPV_Oahu_DistPV_19	370721	0.0
Oahu_DistPV_Oahu_DistPV_2	210700	0.0
Oahu_DistPV_Oahu_DistPV_2	210703	0.0
Oahu_DistPV_Oahu_DistPV_2	210706	0.0585743
Oahu_DistPV_Oahu_DistPV_2	210709	0.751007
Oahu_DistPV_Oahu_DistPV_2	210712	0.318768
Oahu_DistPV_Oahu_DistPV_2	210715	0.197633
Oahu_DistPV_Oahu_DistPV_2	210718	0.0538723
Oahu_DistPV_Oahu_DistPV_2	210721	0.0
Oahu_DistPV_Oahu_DistPV_2	370700	0.0
